Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Jeremiah Earby,CAL,DB,18,6,24,0.0,0,6,1,36,0,0
Jake Clifton,KSU,LB,17,7,24,0.0,0,0,0,0,0,0
Corey Gordon Jr.,BAY,S,15,9,24,0.0,0,4,0,0,0,0
Keldric Faulk,AUB,DL,13,11,24,0.0,0,1,0,0,0,0
Quindario Lee,CMU,DL,11,13,24,2.0,0,0,0,0,0,0
Isaiah Coe,OU,DL,6,18,24,0.0,0,0,0,0,0,0
AJ Odums,UTEP,CB,16,8,24,0.0,38,7,0,0,0,0
Lu Tillery,ULM,CB,15,9,24,0.0,10,3,1,14,0,0
Jacob Finley,NIU,CB,16,8,24,0.0,0,1,0,0,0,0
Sterling Webb,NMSU,DT,8,16,24,3.5,16,0,0,0,0,0
Jayven Anderson,UNT,S,19,5,24,0.0,18,0,0,0,0,0
Braylan Lovelace,PITT,LB,10,14,24,0.0,0,0,0,0,0,0
Mike Smith Jr.,BAY,LB,17,7,24,1.0,0,1,0,0,0,0
Casey Larkin,ARMY,DB,15,9,24,0.0,5,1,0,0,0,0
Botros Alisandro,PUR,DB,15,9,24,0.0,8,1,1,16,0,0
Justin Rhodes,GASO,DL,12,12,24,1.5,0,2,0,0,0,1
Camryn Bracha,FRES,DB,13,11,24,1.5,0,1,0,0,0,0
DJ Schramm,BOIS,LB,12,11,23,0.0,0,0,0,0,0,0
Daniel Okpoko,SDSU,DL,10,13,23,1.0,0,3,0,0,0,0
Reggie Pearson,OU,DB,14,9,23,0.0,6,0,1,12,0,0
Jack Sape,BALL,DL,10,13,23,2.0,0,0,0,0,0,0
Elijah McAllister,AUB,LB,7,16,23,1.0,12,1,0,0,0,0
Kam Butler,UVA,DE,16,7,23,3.5,36,0,0,0,0,0
Davion Williams,WKU,DB,14,9,23,0.0,0,2,1,0,0,0
Julian Barnett,MEM,DB,16,7,23,0.0,0,2,0,0,0,0
Sheridan Jones,CLEM,CB,15,8,23,0.0,3,1,1,0,0,0
Kevin Hester Jr.,UNC,DL,11,12,23,0.0,0,0,0,0,0,0
TQ Newsome,USM,LB,8,15,23,0.5,4,0,0,0,0,0
Rason Williams II,LT,DL,7,16,23,2.5,55,0,0,0,0,0
Javon Denis,GAST,DE,12,11,23,3.0,22,0,0,0,0,0
Da'Raun McKinney,CMU,DB,17,6,23,0.0,0,4,0,0,0,0
Sean Martin,WVU,DL,11,12,23,1.0,18,0,0,0,0,0
Chris Russell Jr.,TA&M,LB,14,9,23,2.0,23,0,1,0,1,0
Jalen Logan-Redding,MINN,DL,15,8,23,2.5,0,0,0,0,0,0
Cornell Wheeler,KU,LB,17,6,23,1.0,-6,0,1,6,0,1
George Rooks,BC,DL,11,12,23,1.5,24,0,0,0,0,0
Jay Toia,UCLA,DL,15,8,23,1.0,0,1,0,0,0,0
Morven Joseph,FAU,LB,9,14,23,2.5,11,0,0,0,0,0
Shawn Collins,APP,DE,6,17,23,2.5,0,0,0,0,0,0
Shamar McCollum,GAST,LB,9,14,23,0.0,5,0,0,0,0,0
Taurean Carter,ARK,DL,5,18,23,1.0,0,0,0,0,0,0
Ja'Len Sims,USM,LB,9,14,23,2.0,15,0,0,0,0,0
Kyler Fisher,IOWA,LB,16,7,23,1.0,0,1,0,0,0,1
Bryan Massey,SMU,S,16,7,23,0.0,13,0,0,0,0,1
Tyson Russell,VAN,CB,16,7,23,0.0,0,1,1,0,0,0
Dom Jones,CSU,DB,17,6,23,0.0,6,3,2,0,0,0
Cale Sanders Jr.,SMU,S,15,8,23,0.0,0,5,1,15,0,1
Isaac Walker,GASO,DL,12,11,23,6.0,1,6,0,0,0,5
Sai'vion Jones,LSU,DE,6,17,23,1.5,0,2,0,0,0,0
Joshua Farmer,FSU,DL,8,15,23,3.5,1,2,0,0,0,1
Javaughn Byrd,NIU,CB,15,8,23,0.0,0,4,2,0,0,1
Kyonte Hamilton,RUTG,DL,7,16,23,0.0,6,0,0,0,0,0
Terry Lockett,SYR,DL,12,11,23,0.0,0,2,0,0,0,0
Mikai Gbayor,NEB,LB,11,12,23,0.5,8,0,0,0,0,0
Evan Slocum,WAKE,DB,18,5,23,0.0,0,1,1,56,0,0
Dani Dennis-Sutton,PSU,DE,15,8,23,3.5,10,1,0,0,0,2
Eavan Gibbons,NAVY,DE,11,12,23,0.0,0,0,0,0,0,0
Al'zillion Hamilton,FRES,DB,16,7,23,0.0,0,5,2,0,0,0
Elijah Roberts,SMU,DE,14,9,23,8.5,0,1,0,0,0,1
Tim Smith,ALA,DL,8,15,23,2.0,13,0,0,0,0,0
James Thompson Jr.,WIS,DE,15,8,23,3.0,0,1,0,0,0,0
Jayden Williams,FAU,CB,15,8,23,0.0,36,1,1,0,0,0
Antonio Watts,LOU,LB,14,9,23,1.0,0,0,0,0,0,1
Chris Johnson,SDSU,CB,12,11,23,0.0,0,0,0,0,0,1
Dion Crawford,BUFF,LB,17,6,23,0.0,49,1,0,0,0,0
Javien Toviano,LSU,S,13,10,23,0.0,8,1,0,0,0,0
Leon Jones,ARST,CB,15,8,23,0.0,0,3,0,0,0,0
Nathan Latu,OKST,DE,9,14,23,2.0,0,0,0,0,0,1
Kyle Lewis,ARMY,DL,10,13,23,1.0,0,0,0,0,0,1
BJ Sculark,NMSU,CB,15,8,23,0.0,31,3,0,0,0,0
Jahlil Florence,ORE,DB,18,5,23,1.0,0,1,1,0,0,0
Bam Martin-Scott,SC,LB,14,9,23,2.0,23,1,0,0,0,0
Jaylen Smith,UNT,LB,15,8,23,0.0,0,0,1,0,0,1
Jamari Bellamy,AFA,DB,13,10,23,0.0,0,3,1,1,0,0
Tavin Ward,USF,DB,17,6,23,0.0,0,4,1,0,0,0
Tao Johnson,UTAH,CB,12,11,23,0.0,0,4,0,0,0,0
Khalil Barnes,CLEM,S,19,4,23,0.0,10,3,2,4,0,2
Carson Willich,ISU,LB,11,12,23,0.0,0,0,0,0,0,1
Brodarius Lewis,USM,DT,7,16,23,1.0,29,0,0,0,0,0
Juan Lua,MASS,S,14,9,23,0.0,0,4,2,0,0,0
KK Meier,NEV,DB,15,8,23,0.0,0,4,1,98,1,1
Jamaree Caldwell,HOU,DL,19,4,23,5.5,64,0,0,0,0,1
Isaiah Green,WMU,DL,12,11,23,2.0,0,3,0,0,0,0
Devon Lynch,WKU,LB,14,9,23,0.0,23,0,0,0,0,0
Jermod McCoy,ORST,DB,9,14,23,0.0,0,5,2,17,0,0
David Reese,CAL,LB,13,9,22,4.0,0,2,0,0,0,2
Raymond Scott,FRES,LB,10,12,22,0.0,0,1,0,0,0,0
Layton Jordan,TEM,LB,12,10,22,2.5,30,0,0,0,0,0
Ovie Oghoufo,LSU,DE,10,12,22,0.0,0,1,0,0,0,1
Tyler Potts,BALL,DB,15,7,22,1.0,0,3,2,6,0,1
Chris Mills,TXST,CB,14,8,22,0.0,0,4,0,0,0,0
Kurott Garland,TENN,DL,13,9,22,2.0,10,0,0,0,0,0
Shemar Bartholomew,GASO,DB,17,5,22,0.0,0,11,1,0,0,2
Noah Pierre,IU,DB,16,6,22,1.0,100,2,0,0,0,0
Tyler Bentley,PITT,DL,4,18,22,0.5,0,0,0,0,0,0
Jamall Hickbottom,USA,DL,8,14,22,0.5,0,0,0,0,0,1
Jowon Briggs,CIN,DE,7,15,22,2.0,35,0,0,0,0,0
Nalu Emerson,HAW,LB,15,7,22,1.0,70,0,0,0,0,1
Myles Jernigan,CAL,LB,11,11,22,1.0,0,1,1,8,0,2
Deandre Jules,PITT,DL,12,10,22,1.0,0,0,0,0,0,1
Steve Linton,TTU,LB,13,9,22,3.0,17,0,0,0,0,2
Jeramy Passmore,FIU,DL,10,12,22,2.5,57,0,0,0,0,0
Jaylen Pate,NU,DL,10,12,22,1.0,0,0,0,0,0,1
Kori Roberson Jr.,SMU,DT,11,11,22,2.5,26,0,1,16,1,0
Mike Sainristil,MICH,DB,10,12,22,1.0,0,4,3,72,2,0
Khali Saunders,KENT,LB,9,13,22,0.0,22,1,1,0,0,0
Ja'Quan Sheppard,MD,DB,20,2,22,0.0,0,6,0,0,0,0
Dywan Griffin,UTSA,CB,16,6,22,0.0,16,2,0,0,0,2
Avery Helm,TCU,CB,15,7,22,1.0,0,4,0,0,0,1
Kris Jenkins,MICH,DL,8,14,22,1.5,6,0,1,9,0,0
Isaiah Gibson Sr.,MRSH,DL,3,19,22,0.5,0,1,0,0,0,0
DeAndre Dingle-Prince,APP,DE,6,16,22,0.0,20,0,0,0,0,0
Kobee Minor,IU,DB,16,6,22,0.0,0,4,0,0,0,0
Shane Lee,USC,LB,10,12,22,1.0,4,0,0,0,0,0
Byron Murphy II,TEX,DL,9,13,22,3.5,0,0,0,0,0,0
Jack Daly,FIU,DL,7,15,22,1.5,2,1,0,0,0,0
Mekhi Wingo,LSU,DT,9,13,22,2.5,0,0,0,0,0,0
Jalen Cheek,BC,DB,12,10,22,0.0,7,2,0,0,0,0
Patrick Payton,FSU,DL,15,7,22,3.0,0,6,0,0,0,1
Anthony Hawkins,BGSU,DL,10,12,22,1.5,0,2,0,0,0,1
Anwar Sparrow,SYR,LB,16,6,22,2.0,0,1,0,0,0,1
Jordan Thompson,RUTG,DL,7,15,22,0.0,43,0,1,2,0,0
Jeremiah Peters,TOL,LB,12,10,22,3.5,28,0,0,0,0,1
Amarian Williams,LIB,CB,14,8,22,0.0,0,2,0,0,0,0
Zion Branch,USC,S,15,7,22,0.0,0,0,0,0,0,1
Gentry Williams,OU,DB,15,7,22,0.0,29,1,3,11,0,0
Jereme Robinson,KU,DL,20,2,22,4.5,0,6,0,0,0,0
Michal Antoine Jr.,FAU,DB,14,8,22,0.0,0,2,0,0,0,0
Caleb Fox,TCU,DL,10,12,22,2.0,0,0,0,0,0,0
Joshua Eaton,TXST,CB,18,4,22,0.0,11,6,0,0,0,0
Kyler Drake,UNM,DE,8,14,22,1.5,0,0,0,0,0,0
Tre Colbert,MD,DL,10,12,22,3.0,0,0,0,0,0,1
Malachi Lawrence,UCF,DE,16,6,22,6.5,0,1,0,0,0,0
Tacario Davis,ARIZ,CB,11,11,22,0.0,12,12,1,0,0,0
Paul Oyewale,TCU,DL,12,10,22,3.0,0,0,0,0,0,0
Bryan Thomas Jr.,SC,DE,12,10,22,1.0,13,0,0,0,0,1
Jordan Phillips,MD,DL,12,10,22,0.0,42,0,0,0,0,0
Wade Woodaz,CLEM,LB,12,10,22,4.0,5,0,2,59,1,0
Kelby Collins,FLA,DE,5,17,22,1.5,0,1,0,0,0,1
Mason Graham,MICH,DL,14,8,22,1.5,0,0,0,0,0,1
Blake Mangelson,BYU,DE,8,14,22,0.5,21,2,0,0,0,0
Tanner Wall,BYU,S,8,14,22,0.0,17,0,0,0,0,0
Bryce Ganious,WAKE,DL,7,15,22,1.0,0,0,0,0,0,0
Jonathan Thompson,CIN,LB,12,10,22,0.0,0,0,0,0,0,0
Tim Grant-Randall,EMU,DL,10,12,22,1.5,0,1,0,0,0,0
NuNu Campbell,TLSA,CB,16,6,22,0.0,9,3,0,0,0,0
Keanu Tanuvasa,UTAH,DT,7,15,22,2.0,0,0,0,0,0,1
Vontroy Malone,TLSA,DL,6,16,22,1.5,0,0,0,0,0,0
Wyatt Gedeon,CCU,LB,10,12,22,1.5,0,0,0,0,0,0
Elijah Deravil,TEM,S,14,8,22,0.0,0,1,0,0,0,0
Demeco Roland,USM,DL,6,16,22,0.5,0,0,0,0,0,0
Tavian Coleman,TXST,DT,14,8,22,3.5,0,0,0,0,0,0
Ky'won McCray,JVST,DB,12,10,22,0.0,0,1,1,0,0,0
Trey Williams,AFA,DB,13,9,22,0.5,10,3,0,0,0,0
Evan Jackson,UNT,S,18,4,22,0.0,0,3,1,0,0,0
Cian Slone,USU,DE,10,12,22,2.0,0,4,0,0,0,0
Nyzier Fourqurean,WIS,CB,15,7,22,0.0,0,1,0,0,0,0
Andrew Mata'afa,USF,LB,10,11,21,0.5,0,0,0,0,0,0
Byron Vaughns,BAY,LB,15,6,21,3.0,88,1,0,0,0,1
Jordan Miller,SMU,DT,8,13,21,0.5,0,1,0,0,0,0
Logan Taylor,HAW,LB,18,3,21,0.0,37,0,0,0,0,0
DeAndre Hollins,CLT,DB,13,8,21,0.0,17,2,0,0,0,0
Marquis Williams,PITT,DB,14,7,21,0.0,0,1,1,2,0,0
Demitri Washington,BOIS,DE,15,6,21,1.5,4,0,0,0,0,0
Jonah Kahahawai-Welch,HAW,DL,15,6,21,2.0,0,2,0,0,0,0
Kenyonte Davis,WKU,DL,11,10,21,0.5,4,0,0,0,0,0
Jarvis Brownlee Jr.,LOU,DB,13,8,21,0.0,0,4,0,0,0,0
Brandon Dorlus,ORE,DE,11,10,21,5.0,0,5,0,0,0,0
Jahfari Harvey,MIA,DL,9,12,21,1.0,0,0,0,0,0,0
Jalani Williams,KENT,DB,17,4,21,0.0,2,1,1,0,0,0
Gavin Potter,ARST,LB,11,10,21,0.0,0,0,0,0,0,0
Blaine Spires,USU,DE,9,12,21,3.0,0,1,0,0,0,1
Jacobian Guillory,LSU,DT,3,18,21,0.0,0,0,0,0,0,0
Philip Blidi,IU,DL,5,16,21,0.0,11,1,0,0,0,0
Marlon Bradley,FAU,DE,9,12,21,3.0,0,0,0,0,0,0
Tyler Guidry,UL,LB,15,6,21,3.0,0,0,1,0,0,1
Latrell Jean,FAU,DL,7,14,21,1.0,0,0,1,11,1,0
Nusi Malani,WSU,DL,8,13,21,2.0,11,1,0,0,0,0
Vai Kaho,SDSU,LB,10,11,21,0.5,0,0,0,0,0,0
Chateau Reed,BAY,CB,17,4,21,0.0,22,1,1,0,0,0
Gary Smith III,UCLA,DL,8,13,21,2.0,0,0,0,0,0,0
Corey Thornton,UCF,DB,19,2,21,0.0,0,8,2,3,0,0
Christopher Townsel,USF,DB,15,6,21,0.0,0,1,0,0,0,0
Gavin Meyer,WYO,NT,9,12,21,0.0,0,0,0,0,0,0
Akelo Stone,MISS,DT,10,11,21,1.5,0,1,0,0,0,0
Jason Marshall Jr.,FLA,CB,16,5,21,0.0,0,8,0,0,0,0
Cedric Woods,LT,DB,14,7,21,0.0,24,0,2,49,1,1
Lloyd Summerall,USF,DE,9,12,21,1.0,0,0,0,0,0,0
TJ Franklin,BAY,DL,13,8,21,2.5,0,1,0,0,0,0
D'Andre Ragin,TOL,LB,9,12,21,2.5,10,0,0,0,0,0
Johnny Dixon,PSU,CB,16,5,21,3.0,0,3,1,21,0,0
Hayden Hatcher,KU,DE,6,15,21,0.5,21,0,0,0,0,0
Kamden Garrett,BYU,CB,12,9,21,0.0,0,3,1,0,0,0
Omarr Norman-Lott,TENN,DL,14,7,21,5.5,4,0,0,0,0,0
Ricky Johnson,UNLV,DB,16,5,21,0.0,0,7,0,0,0,0
Gabriel Lopez,UNM,DE,8,13,21,1.0,7,0,0,0,0,1
David Gusta,WSU,DT,9,12,21,0.0,0,0,0,0,0,0
RaRa Dillworth,ECU,LB,12,9,21,0.0,0,1,0,0,0,0
Kani Walker,OU,DB,10,11,21,0.0,57,4,0,0,0,1
Evan Branch-Haynes,BGSU,DL,9,12,21,0.5,10,1,0,0,0,0
Brandon Cleveland,NCSU,DL,8,13,21,3.0,0,0,0,0,0,2
Matthew McDoom,CCU,CB,15,6,21,0.0,37,5,0,0,0,0
Virgil Marshall,WKU,DB,13,8,21,0.0,0,2,1,40,0,0
Jaheim Oatis,ALA,DL,7,14,21,0.5,0,2,0,0,0,0
Fatafehi Vailea,UNT,DL,9,12,21,0.5,0,1,0,0,0,0
Daryl Porter Jr.,MIA,DB,14,7,21,0.0,7,3,0,0,0,0
Justin Meyers,GASO,DB,15,6,21,0.0,0,1,0,0,0,0
Doneiko Slaughter,TENN,DB,18,3,21,1.0,9,1,0,0,0,0
McKinnley Jackson,TA&M,DL,8,13,21,3.0,0,0,0,0,0,0
Shane Bonner,OHIO,DE,12,9,21,3.0,20,0,0,0,0,0
Tyler Williams,UTEP,S,13,8,21,0.0,0,2,0,0,0,0
Trudell Berry,VAN,CB,16,5,21,0.0,0,4,0,0,0,0
Tyson Flowers,RICE,S,13,8,21,0.0,0,4,0,0,0,1
C.J. Allen,UGA,LB,13,8,21,1.0,24,0,0,0,0,0
T.J. Searcy,FLA,DE,8,13,21,0.5,0,0,0,0,0,1
Tyree Carlisle,TLSA,CB,10,11,21,0.0,36,1,0,0,0,0
Dominic DeLuca,PSU,LB,13,8,21,1.0,0,3,2,35,1,2
Chrishawn Gordon,FRES,DB,13,8,21,1.0,0,2,0,0,0,0
Alexander Whitmore,UNLV,DL,7,14,21,2.5,0,0,0,0,0,0
Isaiah Ward,ARIZ,DL,13,8,21,3.0,29,1,0,0,0,1
Tyrique Tucker,JMU,DL,5,16,21,1.5,0,0,0,0,0,0
Jaylon Braxton,ARK,DB,12,9,21,0.0,14,8,1,0,0,1
Chance Rucker,MSU,DB,13,8,21,0.0,15,3,1,7,0,0
Brice Pollock,MSST,CB,12,9,21,0.0,18,1,0,0,0,0
Chace Davis,BGSU,DL,10,11,21,1.5,0,2,0,0,0,0
Trenton Holloway,UNLV,DB,10,11,21,0.0,19,0,0,0,0,0
Clevester Hines III,BUFF,CB,16,5,21,0.0,0,0,0,0,0,0
Jay'Vion Cole,SJSU,CB,15,6,21,1.0,11,8,3,51,0,0
Eric Butler,SDSU,S,14,7,21,1.0,0,0,0,0,0,0
Jeffrey Ugochukwu,VAN,LB,12,9,21,1.0,1,0,1,6,0,0
Logan Pili,USU,LB,8,13,21,1.0,0,1,0,0,0,0
Nikhil Webb Walker,NMSU,LB,13,8,21,2.5,39,0,0,0,0,1
Rashion Hodge,WKU,LB,12,9,21,0.0,0,1,0,0,0,0
Taylor Upshaw,ARIZ,LB,10,10,20,7.5,9,1,0,0,0,1
Zion Tupuola-Fetui,WASH,DE,10,10,20,3.5,0,0,0,0,0,1
A.J. Hampton Jr.,TULN,DB,19,1,20,0.0,0,3,0,0,0,0
Michael Fairbanks II,UAB,LB,13,7,20,2.5,18,0,0,0,0,3
James Makszin,BALL,DL,3,17,20,0.5,6,0,0,0,0,0
Nyles Gaddy,MIZ,DL,11,9,20,3.0,0,0,0,0,0,0
Bill Norton,ARIZ,DL,8,12,20,0.0,26,3,0,0,0,2
Keenan Garber,KSU,CB,19,1,20,0.0,0,4,1,45,1,0
C.J. Bazile,BUFF,DE,12,8,20,2.0,3,0,0,0,0,0
Marley Cook,MTSU,DT,7,13,20,1.0,0,1,0,0,0,1
C.J. Clark,NCSU,DT,5,15,20,1.0,0,0,0,0,0,0
Kobe Hilton,M-OH,DL,6,14,20,0.0,0,0,0,0,0,0
Jevon Leon,SHSU,DL,11,9,20,1.0,38,0,0,0,0,0
Grayson Murphy,UCLA,DL,15,5,20,3.0,0,1,0,0,0,2
Garmon Randolph,BAY,LB,14,6,20,0.0,0,1,0,0,0,0
Andre White,GT,LB,8,12,20,2.5,0,0,0,0,0,1
Shane Cokes,COLO,DL,9,11,20,0.0,32,1,0,0,0,0
Zukudo Igwenagu,MASS,DE,8,12,20,1.0,0,0,0,0,0,1
Myles Jackson,IU,LB,13,7,20,1.0,15,0,0,0,0,1
Cletus Mathurin,MASS,DT,8,12,20,0.5,0,0,0,0,0,0
Ali Saad,BGSU,DL,12,8,20,1.5,0,0,0,0,0,2
Kitan Crawford,TEX,DB,15,5,20,0.0,0,1,0,0,0,0
Devonte Golden-Nelson,AKR,CB,13,7,20,0.0,0,1,2,50,1,0
Leonard Taylor III,MIA,DL,8,12,20,1.0,0,0,0,0,0,0
Rayshaun Benny,MICH,DL,11,9,20,1.0,7,1,0,0,0,1
Ahmari Harvey,GT,DB,17,3,20,0.0,0,1,2,16,0,1
Upton Stout,WKU,DB,13,7,20,0.0,14,4,1,53,1,1
Fatorma Mulbah,WVU,DL,9,11,20,0.0,0,0,0,0,0,0
Zakee Wheatley,PSU,S,12,8,20,0.0,15,0,0,0,0,0
AJ Williams,WAKE,DB,15,5,20,0.0,0,1,0,0,0,0
D.J. Harris,USF,DE,10,10,20,0.0,0,0,0,0,0,0
Ray Thornton III,UAB,S,11,9,20,0.0,0,3,0,0,0,0
Darius Hodges,TULN,DL,15,5,20,5.5,0,0,0,0,0,0
Brendan Mott,KSU,DE,16,4,20,1.0,21,2,0,0,0,2
Marquis Wilson,PUR,DB,15,5,20,0.0,67,6,0,0,0,0
Mac Harris,USF,LB,12,8,20,0.0,0,0,0,0,0,1
Denzel Daxon,ILL,DL,6,14,20,0.0,0,0,0,0,0,0
Lyrik Rawls,OKST,S,10,10,20,0.0,15,0,1,0,0,0
Aidan Hubbard,NU,DL,14,6,20,6.0,11,1,0,0,0,0
Marlen Sewell,VAN,S,7,13,20,0.0,0,0,0,0,0,0
Elijah Rikard,CMU,DB,12,8,20,0.0,29,1,1,0,0,0
Tommy Akingbesote,MD,DL,10,10,20,0.0,0,1,0,0,0,0
Keon Sabb,MICH,DB,10,10,20,0.5,0,2,2,28,1,0
Bryce Ramirez,TTU,LB,14,6,20,0.0,19,0,0,0,0,0
Kaylin Moore,CAL,DB,11,9,20,0.0,0,1,0,0,0,0
Justin Hodges,ARST,CB,14,6,20,0.0,21,3,0,0,0,0
Elijah Robinson,HAW,DL,14,6,20,3.0,48,1,0,0,0,0
Ryan Smith,DUKE,DE,10,10,20,2.0,0,0,1,-1,0,1
Jaden Keller,VT,LB,7,13,20,0.0,0,0,0,0,0,0
Jordan Crook,ARK,LB,5,15,20,0.0,54,0,0,0,0,1
Michael Heldman,CMU,DL,13,7,20,2.0,18,1,0,0,0,1
Courtney McBride,FAU,LB,9,11,20,2.0,0,1,0,0,0,0
Cashius Howell,BGSU,LB,11,9,20,7.5,0,1,0,0,0,1
Seni Tuiaki,USU,DT,10,10,20,0.0,0,1,1,63,1,0
Derrieon Craig,MASS,LB,8,12,20,1.5,12,1,0,0,0,0
Stevie Bracey,UVA,LB,10,10,20,0.0,0,0,0,0,0,0
Malik Muhammad,TEX,DB,13,7,20,0.0,43,2,0,0,0,0
Devin Brandt-Epps,ODU,DT,4,16,20,0.0,0,2,0,0,0,0
Jordan Coleman,BALL,DB,11,9,20,0.0,21,2,0,0,0,0
Roy Williams,NIU,DE,13,7,20,3.0,0,1,0,0,0,0
Tim Hardiman,ARST,DL,10,10,20,1.5,32,2,0,0,0,0
Gavriel Lightfoot,FRES,DL,8,12,20,0.0,0,0,0,0,0,0
Jeremiah Telander,TENN,LB,7,13,20,0.0,16,0,0,0,0,0
Cameren Jenkins,UNLV,DB,8,12,20,0.0,20,2,0,0,0,0
Caleb Woodson,VT,S,10,10,20,0.0,2,0,0,0,0,0
Landon Robinson,NAVY,G,10,10,20,3.0,0,0,0,0,0,0
Johnny Hudson Jr.,FRES,DL,9,11,20,1.0,0,0,0,0,0,0
Kevin Jobity Jr.,SYR,DL,7,13,20,1.5,37,0,0,0,0,1
A'Marion McCoy,BOIS,CB,16,4,20,0.0,4,4,1,0,0,0
Justin Sinclair,HAW,DB,12,8,20,0.0,26,0,0,0,0,0
Abraham Temoney III,CCU,CB,11,9,20,0.0,7,2,0,0,0,1
Taijh Alston,COLO,DE,13,6,19,2.5,0,1,0,0,0,0
Monty Montgomery,MISS,LB,9,10,19,0.0,0,0,0,0,0,0
Xavier Thomas,CLEM,DE,13,6,19,2.0,0,1,0,0,0,0
Tory Spears,TXST,S,16,3,19,0.0,3,0,1,0,0,0
Realus George Jr.,MIZ,DL,5,14,19,1.5,0,1,0,0,0,0
Tyler Manoa,ARIZ,DL,6,13,19,1.0,0,1,0,0,0,0
Tyler Baylor,KENT,DL,6,13,19,0.0,25,1,0,0,0,0
Charles Coleman III,USA,DL,9,10,19,1.5,0,0,0,0,0,0
Jarrian Jones,FSU,DB,12,7,19,0.0,6,2,2,30,1,0
Kamren Fabiculanan,WASH,CB,14,5,19,0.0,0,2,2,0,0,0
Nicktroy Fortune,UTSA,CB,15,4,19,0.0,51,6,1,0,0,0
Kamal Hadden,TENN,DB,13,6,19,0.0,0,7,3,28,1,0
Maverick Hansen,MSU,DL,3,16,19,1.5,0,1,0,0,0,0
Lama Lavea,AKR,DL,6,13,19,0.0,5,0,0,0,0,0
Alex Merritt,EMU,DL,5,14,19,0.0,2,1,0,0,0,0
William Nimmo Jr.,UCLA,DB,10,9,19,0.0,3,0,0,0,0,0
Myles Murphy,UNC,DL,11,8,19,1.0,0,0,0,0,0,0
Zykeivous Walker,AUB,DL,7,12,19,1.0,14,0,0,0,0,0
Ruke Orhorhoro,CLEM,DT,10,9,19,3.0,0,1,0,0,0,0
Gio Paez,WIS,DE,4,15,19,0.0,4,0,0,0,0,0
Nelson Paul,SMU,DE,10,9,19,3.0,67,1,0,0,0,0
Norell Pollard,VT,DL,4,15,19,2.0,10,0,0,0,0,0
Josaih Hayes,UK,DL,4,15,19,0.5,0,1,0,0,0,0
Tommi Hill,NEB,DB,12,7,19,0.0,0,6,3,13,0,0
Jahvaree Ritzie,UNC,DL,10,9,19,0.5,0,1,0,0,0,1
Romello Height,USC,DE,11,8,19,4.0,0,0,0,0,0,0
Tre'vonn Rybka,UK,DL,6,13,19,0.5,0,0,0,0,0,0
Kevin Harris,GT,DL,10,9,19,1.0,2,0,0,0,0,0
OC Brothers,PUR,LB,15,4,19,2.0,0,3,0,0,0,0
Reggie Ellis,TLSA,CB,8,11,19,0.0,0,0,0,0,0,0
T.J. Peavy,EMU,DB,8,11,19,0.0,0,1,0,0,0,0
Buddha Jones,TROY,DT,6,13,19,0.0,28,0,0,0,0,1
Josh Foster,TCU,S,13,6,19,0.0,0,0,0,0,0,0
Izaiah Reed,NMSU,DL,6,13,19,3.0,0,0,0,0,0,0
Chris Jones,FAU,DE,6,13,19,1.5,0,0,0,0,0,0
Anthony Blume,GAST,DL,8,11,19,2.0,9,0,0,0,0,1
Bralyn Lux,TTU,DB,17,2,19,0.0,0,6,0,0,0,0
George Wolo,BUFF,DT,10,9,19,3.5,1,0,0,0,0,0
Braylon Ryan,CCU,DL,6,13,19,0.0,0,0,0,0,0,2
Byron Turner Jr.,FSU,DL,8,11,19,1.0,0,0,0,0,0,0
MJ Daniels,USM,CB,13,6,19,0.0,0,1,3,29,0,0
Davion Blackwell,NEV,LB,15,4,19,0.0,0,0,0,0,0,0
Kuao Peihopa,HAW,DL,11,8,19,0.0,39,0,0,0,0,0
Wilfredo Aybar,STAN,LB,11,8,19,1.0,1,0,0,0,0,0
Luis Medina,TROY,DT,9,10,19,0.0,51,0,0,0,0,0
Pheldarius Payne,VT,DL,6,13,19,3.0,4,0,0,0,0,0
DeVere Levelston,SMU,DT,9,10,19,1.5,0,0,0,0,0,0
Jordan Mahoney,MASS,CB,14,5,19,0.0,27,3,0,0,0,0
John Lewis,MSST,LB,8,11,19,0.0,0,0,0,0,0,0
Edward Vesterinen,WVU,DL,7,12,19,1.0,7,0,0,0,0,0
Donterry Russell,MSST,DL,11,8,19,1.5,28,0,0,0,0,0
Izaiah Guy,GAST,CB,15,4,19,1.0,19,2,0,0,0,1
Jacobie Henderson,MRSH,S,9,10,19,0.0,0,4,0,0,0,0
Teitum Tuioti,ORE,LB,14,5,19,2.0,18,1,0,0,0,0
Horace Lockett,GT,DL,7,12,19,0.0,0,0,0,0,0,0
Jerrae Williams,UNLV,DB,13,6,19,3.0,3,1,1,11,0,0
Deonte Stanley,MTSU,CB,15,4,19,0.0,0,3,1,0,0,1
Tyrin Bradley,WVU,LB,11,8,19,2.5,29,1,0,0,0,0
Siale Esera,BYU,LB,6,13,19,0.0,0,1,1,0,0,0
JD Drew,USU,CB,12,7,19,0.0,0,3,0,0,0,0
Jaylen Gardner,CSU,DB,12,7,19,0.0,0,1,0,0,0,0
Carl Williams IV,BAY,CB,16,3,19,0.0,0,2,1,0,0,1
