Away Team,Home Team,Time,TV,Tickets
New Mexico State,@Liberty,7:00 PM,CBSSN,Tickets as low as $34
TBD,@TBD,8:00 PM,,
TBD,@TBD,12:00 PM,,
TBD,@Toledo,12:00 PM,,
TBD,@TBD,3:00 PM,FOX,
2Georgia,@8Alabama,4:00 PM,CBS,Tickets as low as $390
TBD,@TBD,4:00 PM,,
TBD,@Troy,4:00 PM,,
TBD,@TBD,4:00 PM,,
TBD,@4Florida State,8:00 PM,,Tickets as low as $64
TBD,@TBD,8:00 PM,FOX,
