Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Devin Moore,FLA,CB,5,1,6,0.0,0,1,1,39,0,0
Chris Davis Jr.,GAST,LB,6,0,6,1.0,0,0,0,0,0,0
John Motton,OHIO,S,4,2,6,0.0,0,0,0,0,0,0
Jelani Willis,WMU,LB,6,0,6,0.0,6,0,0,0,0,0
Jeremiah Robinson,USM,S,4,2,6,1.0,0,0,0,0,0,0
Jeremiah Caldwell,M-OH,DB,6,0,6,0.0,0,1,0,0,0,0
John Nelson,BYU,DT,2,4,6,0.0,0,0,0,0,0,0
Bishop Thomas,COLO,DL,6,0,6,0.0,0,1,0,0,0,0
Amari Pouncy,NMSU,LB,3,3,6,0.0,0,0,0,0,0,0
Linus Zunk,VAN,DE,3,3,6,0.5,0,0,0,0,0,0
Kajuan Banks,SC,DB,5,1,6,0.0,0,0,1,17,0,0
DeSean Brown,OKST,DE,3,3,6,0.5,0,2,0,0,0,0
Hudson Cedarland,WSU,LB,2,4,6,0.0,0,0,0,0,0,0
Zion Steptoe,PUR,WR,4,2,6,0.0,24,0,0,0,0,1
Ryland Gandy,PITT,DB,5,1,6,0.0,0,0,0,0,0,0
Trevion Williams,MSST,DL,1,5,6,0.0,15,0,0,0,0,0
Corey Warren,GAST,DE,3,3,6,0.5,0,0,0,0,0,0
Jeremiah Hasley,DUKE,TE,2,4,6,0.0,0,0,0,0,0,0
Liona Lefau,TEX,LB,3,3,6,0.0,2,0,0,0,0,0
Terrance Love,AUB,S,3,3,6,0.0,3,1,0,0,0,0
Samuel M'Pemba,UGA,LB,3,3,6,0.0,0,0,0,0,0,0
Takari Hickle,ORST,DL,2,4,6,2.0,0,0,0,0,0,1
Darius Long Jr.,CAL,DL,3,3,6,0.0,0,1,0,0,0,1
Jurriente Davis,TA&M,LB,2,4,6,0.0,29,0,0,0,0,0
Bryce Cage,TXST,DE,3,3,6,0.0,0,0,0,0,0,0
Emon Allen,SHSU,DB,4,2,6,0.0,16,3,0,0,0,0
Merhauti Xepera,FRES,DL,5,1,6,0.0,0,0,0,0,0,0
Canon Peters,TLSA,CB,6,0,6,0.0,0,0,0,0,0,0
Jeremiah Hughes,LSU,CB,3,3,6,0.0,0,0,0,0,0,0
Ryan Henderson,SDSU,DL,4,2,6,1.0,34,0,0,0,0,0
Adepoju Adebawore,OU,DL,3,3,6,1.5,0,1,0,0,0,0
Khamari Terrell,ORE,DB,2,4,6,0.0,13,1,0,0,0,0
Jacquez Williams,USF,DL,5,1,6,1.0,0,0,0,0,0,0
Sione Noa,FRES,DL,3,3,6,2.0,12,0,0,0,0,0
Antwone Santiago,TEM,LB,4,2,6,0.0,0,0,0,0,0,0
Joshua Madison,CCU,S,4,2,6,0.0,61,0,0,0,0,0
Justin Cryer,FSU,LB,2,4,6,0.0,0,0,0,0,0,0
De'Marion Thomas,VAN,DL,1,5,6,0.0,25,0,0,0,0,0
Daniel Wingate,MD,LB,5,1,6,0.0,0,0,0,0,0,0
Deven Bryant,WASH,LB,5,1,6,0.0,2,0,0,0,0,0
Abdul Muhammad,SMU,S,4,2,6,0.0,0,0,0,0,0,0
Jordan Sanford,TTU,DB,3,3,6,0.0,0,0,0,0,0,0
Adrian Wilson,WSU,DB,3,3,6,0.0,0,0,0,0,0,0
Connor Walendzak,TOL,RB,2,4,6,0.0,9,0,0,0,0,0
Derrick Rogers Jr.,PUR,DB,5,1,6,0.0,0,2,0,0,0,0
Zykeius Strong,HOU,DL,1,5,6,0.0,9,0,0,0,0,0
Elijah Auguste,LIB,DB,4,2,6,0.0,0,0,0,0,0,0
Kenyatta Jackson Jr.,OSU,DE,3,3,6,1.5,7,0,0,0,0,0
Ladarian Paulk,FIU,DB,4,2,6,0.0,0,0,0,0,0,0
David Murphy,UNM,S,3,3,6,0.0,0,0,0,0,0,0
AJ Brown,UAB,S,5,1,6,0.0,0,0,0,0,0,0
Maurion Eleam,UL,S,4,2,6,0.0,0,0,0,0,0,0
BJ Harris,UNLV,DB,4,2,6,0.0,0,0,0,0,0,0
Bronson Olevao Jr.,USU,LB,5,1,6,0.0,0,0,0,0,0,0
Jonathan Capo,BUFF,S,2,4,6,0.0,0,0,0,0,0,0
Joey Rattin,NIU,DB,3,3,6,0.0,0,0,0,0,0,0
Michael Molnar,OHIO,LB,1,5,6,0.0,0,0,0,0,0,0
Aaron Morris,STAN,CB,5,1,6,0.0,12,0,0,0,0,0
Keion Mitchell,SDSU,DL,3,3,6,0.0,0,0,0,0,0,0
Brendan Bett,BAY,DL,3,3,6,1.0,3,1,0,0,0,0
Mory Bamba,BYU,CB,4,2,6,0.0,0,1,0,0,0,0
Chris D'Appolonia,TOL,LB,2,4,6,0.0,0,0,0,0,0,0
Chris Hudson,CONN,DB,3,3,6,0.0,0,0,0,0,0,0
Bishop Turner,NEV,S,4,2,6,0.0,0,0,1,0,0,0
Brian Nelson II,UNT,CB,4,2,6,0.0,0,3,0,0,0,0
Marcel Tyler,WMU,DL,3,3,6,0.0,0,0,0,0,0,0
Ashlynd Barker,FSU,DB,6,0,6,1.0,98,0,0,0,0,0
Jayce Hunter,UTEP,S,4,2,6,0.0,0,0,0,0,0,0
Shamoun Duncan-Niusulu,BGSU,S,4,2,6,0.0,0,2,0,0,0,0
Jordan Campbell,RICE,DE,1,5,6,1.0,2,0,0,0,0,0
Gafa Faga,SJSU,DL,3,3,6,0.0,21,0,0,0,0,0
Levi Brown,AFA,CB,4,2,6,0.0,0,0,0,0,0,0
Jamorri Colson,WSU,DB,3,3,6,0.0,0,1,1,0,0,0
Andre Jordan Jr.,ORST,DB,5,1,6,0.0,7,1,0,0,0,0
Marcus Moore Jr.,AKR,DL,2,4,6,0.0,0,0,0,0,0,0
Trez Moore,UTEP,CB,3,3,6,0.0,17,1,1,0,0,0
David Latu,BYU,DT,3,3,6,0.0,0,0,0,0,0,0
Jacob Lichtenstein,MIA,DL,3,2,5,1.0,0,0,0,0,0,0
Michael Matus,ASU,DE,3,2,5,0.5,0,0,0,0,0,0
Jaylen Joyner,MEM,DL,2,3,5,1.0,5,1,0,0,0,0
Samuela Tuihalamaka,SDSU,DL,1,4,5,0.0,0,0,0,0,0,0
Gilbert Frierson,LOU,DB,4,1,5,0.0,0,0,1,4,0,0
Jack Sullivan,USC,DL,5,0,5,1.0,0,0,0,0,0,0
Seth Porter,KSU,WR,5,0,5,0.0,7,0,0,0,0,0
Kenyatta Watson II,GT,DB,3,2,5,0.0,0,0,0,0,0,0
Jahmar Brown,CCU,S,4,1,5,1.0,1,0,0,0,0,0
Tavian Brown,GAST,LB,3,2,5,0.0,0,0,0,0,0,0
Sitiveni Havili Kaufusi,UCLA,DL,3,2,5,0.0,3,0,0,0,0,0
Cecil Powell,NCSU,CB,2,3,5,0.0,0,0,0,0,0,0
RaQuan Thompson,UTEP,DL,1,4,5,0.0,13,0,0,0,0,0
Demouy Kennedy,COLO,LB,1,4,5,0.0,32,0,0,0,0,0
Akheem Mesidor,MIA,DL,3,2,5,0.0,6,0,0,0,0,0
Seth Naotala,JMU,LB,4,1,5,0.0,0,0,0,0,0,1
Kaden Johnson,WIS,LB,3,2,5,1.0,5,0,0,0,0,1
Zion Shockley,CLT,DL,4,1,5,1.0,0,0,0,0,0,0
Marlon Krakue,FAU,DE,2,3,5,1.0,18,0,0,0,0,0
Darius Snow,MSU,LB,2,3,5,0.0,0,0,0,0,0,0
Wynden Ho'ohuli,HAW,DL,4,1,5,1.0,0,0,0,0,0,0
Tywone Malone,OSU,DT,3,2,5,0.0,0,0,0,0,0,0
Will Norris,MIZ,LB,4,1,5,0.0,0,0,0,0,0,0
Malik Chavis,ARK,DB,2,3,5,1.0,0,0,0,0,0,0
Darian Varner,WIS,DE,2,3,5,0.0,16,0,0,0,0,0
Tamarious Brown,UAB,LB,2,3,5,0.0,16,0,0,0,0,0
Caden Campolieti,OHIO,LB,2,3,5,0.0,20,0,0,0,0,0
Dalen Cambre,UL,WR,3,2,5,0.0,0,0,0,0,0,0
Esean Carter,TOL,DT,1,4,5,0.0,7,0,0,0,0,0
Shambre Jackson,MASS,DT,2,3,5,0.5,11,0,0,0,0,0
David Abiara,SMU,DE,4,1,5,0.5,0,0,0,0,0,0
Derrick Edwards,LOU,DB,3,2,5,0.0,0,0,0,0,0,0
Terrell Tilmon,TTU,LB,3,2,5,1.0,21,0,0,0,0,0
Andrew Wilson-Lamp,WVU,CB,4,1,5,0.0,0,0,0,0,0,0
Jardin Gilbert,TA&M,DB,2,3,5,0.0,21,1,0,0,0,0
DiMarco Johnson,AKR,S,3,2,5,0.0,0,0,0,0,0,0
Zaire Angoy,RUTG,DL,1,4,5,0.0,5,0,0,0,0,0
Elroyal Morris III,RICE,DL,4,1,5,0.0,0,0,0,0,0,0
Kolbe Cage,USM,LB,0,5,5,0.0,0,0,0,0,0,0
Trevor Moffitt,APP,LB,4,1,5,0.0,76,0,0,0,0,1
Josh Moore,FAU,S,4,1,5,0.0,0,0,0,0,0,0
Semisi Saluni,ORST,DL,3,2,5,0.0,0,0,0,0,0,0
Owen Stoudmire,BC,DT,1,4,5,0.0,9,0,0,0,0,0
Aaron Turner,CIN,WR,3,2,5,0.0,0,0,0,0,0,0
Alan Wright,VAN,CB,2,3,5,0.0,2,1,0,0,0,0
Elijah Sabbatini,USM,S,4,1,5,0.0,0,2,0,0,0,0
DD Snyder II,BALL,DB,2,3,5,0.0,11,0,0,0,0,0
Cejae Ceasar,UL,S,2,3,5,0.0,0,0,0,0,0,0
Jeadyn Lukus,CLEM,CB,4,1,5,0.0,0,2,0,0,0,0
Sam McCall,TA&M,DB,3,2,5,0.0,0,1,0,0,0,0
Jaidan Scott,SHSU,DB,4,1,5,0.0,0,0,0,0,0,0
Gharin Stansbury,ASU,DL,0,5,5,0.0,49,0,0,0,0,0
Caleb Taylor,KU,DL,2,3,5,0.5,53,1,0,0,0,0
J.J. Hawkins,COLO,DE,3,2,5,0.0,0,0,0,0,0,0
Kervins Choute,UCF,DT,2,3,5,0.5,0,0,0,0,0,0
Jaionte McMillan,TCU,CB,4,1,5,1.0,0,0,0,0,0,0
Ja'Had Carter,OSU,S,2,3,5,0.0,13,0,0,0,0,0
Javarius Hoskins,JVST,DE,3,2,5,0.0,0,0,0,0,0,0
Jacob Ferguson,GASO,DL,2,3,5,1.0,8,0,0,0,0,0
Joshua Swift,UCLA,DB,3,2,5,0.0,52,0,0,0,0,0
Andrew Johnson,WYO,S,3,2,5,0.0,9,1,0,0,0,0
Will Shaffer,ASU,LB,2,3,5,0.0,0,0,0,0,0,0
Jaiven Plummer,CAL,WR,1,4,5,0.0,6,0,0,0,0,0
Tyreese Fearbry,UK,LB,4,1,5,0.0,0,1,0,0,0,0
Davone Walden Jr.,UNLV,DB,5,0,5,0.0,0,0,0,0,0,1
Jorden McDonald,VT,DL,1,4,5,1.0,0,0,0,0,0,0
Darris Smith,UGA,LB,5,0,5,0.0,29,1,0,0,0,0
Jalen Williams,FRES,DB,3,2,5,0.0,0,0,0,0,0,0
Julian Peterson,TROY,DT,2,3,5,1.5,0,0,0,0,0,0
Dalton Hughes,USA,LB,4,1,5,0.0,0,0,0,0,0,0
Cam Burden,CLT,LB,1,4,5,0.0,0,0,0,0,0,0
Simote Pepa,UTAH,DT,2,3,5,0.0,0,0,0,0,0,0
Kenny Fletcher,RUTG,DL,1,4,5,1.0,2,0,0,0,0,1
Zach Rowell,STAN,DL,2,3,5,1.0,0,0,0,0,0,0
Micah Pollard,MICH,LB,2,3,5,0.0,0,0,0,0,0,0
Terrell Crosby Jr.,ISU,DB,4,1,5,0.0,0,1,0,0,0,0
Adam Trick,M-OH,LB,2,3,5,0.0,19,0,0,0,0,0
Gilbert Tongrongou,BC,DL,1,4,5,0.0,0,0,0,0,0,0
Mani Powell,ARK,LB,3,2,5,0.0,0,0,0,0,0,0
A.J. Cottrill,FSU,LB,3,2,5,0.0,0,0,0,0,0,0
Cameron Crowell,NIU,DE,1,4,5,0.0,0,0,0,0,0,0
Dionte Thornton,BOIS,CB,2,3,5,0.0,0,0,0,0,0,0
Iliyas Fuavai,USM,DE,3,2,5,0.0,5,0,0,0,0,0
Rayshawn Pleasant,TULN,DB,3,2,5,0.0,0,0,0,0,0,0
Aaron Alexander,MSU,LB,2,3,5,0.0,0,0,0,0,0,0
Koen Entringer,IOWA,DB,5,0,5,0.0,13,0,0,0,0,0
Evan Smith,NU,DB,2,3,5,0.0,26,0,0,0,0,0
Javious Bond,ECU,RB,3,2,5,0.0,0,0,0,0,0,0
Jayvant Brown,UK,LB,2,3,5,0.0,0,0,0,0,0,0
Dee Crayton,CLEM,LB,3,2,5,0.0,0,0,0,0,0,0
Sharif Denson,FLA,CB,3,2,5,0.0,6,0,0,0,0,0
Vernon Glover,TCU,CB,3,2,5,0.0,0,0,1,0,0,0
Kobi Gorman,OHIO,DT,4,1,5,1.0,48,0,0,0,0,0
Andrew Harris,UCF,LB,2,3,5,0.0,0,0,0,0,0,0
Ja'Keem Jackson,FLA,CB,4,1,5,0.0,0,3,0,0,0,0
Jamaal Jarrett,UGA,DL,2,3,5,0.0,0,0,0,0,0,0
Blake Purchase,ORE,LB,4,1,5,1.0,6,1,0,0,0,0
TJ Hall,IOWA,DB,3,2,5,0.0,0,0,0,0,0,0
CJ Campbell Jr.,FSU,RB,3,2,5,0.0,9,0,0,0,0,0
Jackson Kuwatch,M-OH,LB,2,3,5,0.0,0,0,0,0,0,0
Jonathan Decker,CMU,OL,2,3,5,0.0,6,0,0,0,0,0
T'sai McDaniel,UAB,CB,5,0,5,0.0,0,0,0,0,0,0
Chance Keith,ARMY,DB,2,3,5,0.0,0,0,0,0,0,0
Syrus Dumas,UTSA,CB,3,2,5,0.0,0,1,0,0,0,0
Jack Reiger,LOU,LB,3,2,5,0.0,24,0,0,0,0,0
Dylan Bennett,PITT,LB,5,0,5,0.0,0,0,0,0,0,0
Terrell Foster,UGA,LB,2,3,5,0.0,5,0,0,0,0,0
Chance Singleton,GAST,CB,4,1,5,0.0,61,0,0,0,0,0
Quantaves Gaskins,VAN,CB,4,1,5,0.0,0,0,0,0,0,0
Josh Lukusa,M-OH,DL,3,2,5,1.0,0,0,0,0,0,0
Asa Newsom,KSU,LB,4,1,5,0.0,0,0,0,0,0,0
Samuel Omosigho,OU,LB,2,3,5,0.0,0,0,0,0,0,0
Jalil Martin,SYR,DB,1,4,5,0.0,16,0,0,0,0,0
James Smyre,UAB,LB,4,1,5,0.0,-3,0,0,0,0,1
Devonte Tezino,BAY,DL,3,2,5,1.0,0,0,0,0,0,1
Braden Turner,NU,DB,4,1,5,0.0,7,0,0,0,0,0
Fisher Camac,UNLV,DL,2,3,5,1.0,13,1,0,0,0,0
Bryson Taylor,UNM,S,3,2,5,0.0,0,0,0,0,0,0
Jontez Williams,ISU,DB,2,3,5,0.0,4,3,0,0,0,0
Matthew Bailey,ILL,DB,3,2,5,0.0,0,0,0,0,0,0
Noah Matthews,UK,LB,2,3,5,0.0,24,0,0,0,0,0
Blazen Lono-Wong,ASU,DL,0,5,5,0.0,0,0,0,0,0,0
Keyon Clark,JVST,DE,1,4,5,0.0,2,0,0,0,0,0
Jamari Hawkins,MEM,WR,4,1,5,0.0,0,0,0,0,0,1
Mekah Ryder,OHIO,CB,0,5,5,0.0,10,1,0,0,0,0
Rickey Gibson III,TENN,DB,3,2,5,0.0,0,1,0,0,0,0
Jamal Anderson,CLEM,LB,2,3,5,0.0,21,0,0,0,0,0
Michael Kilbane,NU,DL,0,5,5,0.0,0,0,0,0,0,0
Jerry Mixon,ORE,LB,3,2,5,1.0,0,0,0,0,0,0
Ta'Shawn James,ISU,DB,5,0,5,0.0,0,0,0,0,0,0
Leroy Bryant,WASH,CB,4,1,5,0.0,2,0,0,0,0,0
Eli Heidenreich,NAVY,RB,3,2,5,0.0,0,0,0,0,0,0
Treyveon McGee,ISU,DB,4,1,5,0.0,0,0,0,0,0,0
Anthony Frias II,KSU,RB,2,3,5,0.0,0,0,0,0,0,0
Jordan Wright,KSU,CB,3,2,5,0.0,0,2,0,0,0,0
R Mason Thomas,OU,DL,3,2,5,0.0,0,0,0,0,0,0
Raleigh Collins III,WVU,LB,3,2,5,0.0,0,0,0,0,0,0
Donavon Platt,ARMY,DB,1,4,5,0.0,0,0,0,0,0,0
Eric Ford,ARMY,LB,1,4,5,0.0,8,0,0,0,0,0
Andre Hamilton,APP,S,1,4,5,0.0,0,0,0,0,0,0
Markus Knight,ODU,S,1,4,5,0.0,0,1,2,28,0,0
Ishmael Roy,MRSH,WR,3,2,5,0.0,0,0,0,0,0,0
Markeegan Gray,ULM,LB,3,2,5,0.0,19,1,0,0,0,0
Tevita Fotu,UTAH,DT,2,3,5,0.0,0,2,0,0,0,0
Zakari Tillman,MSST,LB,1,4,5,0.0,0,0,0,0,0,0
Jayden Childers,WMU,DL,3,2,5,0.0,0,0,0,0,0,1
Jalen Thomeson,OHIO,S,2,3,5,0.0,5,0,0,0,0,0
Tavien Ford,UNM,DT,0,5,5,0.0,0,0,0,0,0,0
Ryan Wilson,FRES,DB,4,1,5,0.0,7,0,0,0,0,0
Jaden Yates,MRSH,LB,3,2,5,0.0,0,0,0,0,0,0
Hudson Miller,PUR,LB,2,3,5,0.0,0,0,0,0,0,0
Brandon Greil,ARST,S,2,3,5,0.0,0,0,0,0,0,0
John Norwood,SJSU,DL,3,2,5,1.0,0,0,0,0,0,0
Taye Brown,ARIZ,LB,2,3,5,0.0,0,0,0,0,0,0
Ian Bell,WYO,CB,1,4,5,0.0,26,0,0,0,0,0
Sam Benjamin,ASU,DL,2,3,5,0.0,0,0,0,0,0,0
Zane Poulter,ARMY,LB,2,3,5,0.0,0,0,0,0,0,0
Drew Surges,ISU,DB,2,3,5,0.0,0,1,0,0,0,1
Rex Van Wyhe,KSU,LB,4,1,5,0.0,11,1,0,0,0,0
Jake Hall,UTEP,LB,2,3,5,0.0,0,0,0,0,0,0
Gabriel Amegatcher,NIU,CB,3,2,5,0.0,2,0,0,0,0,0
Connor Strudwick,TLSA,LB,3,2,5,0.0,0,0,0,0,0,1
Jonah Delange,UAB,PK,2,3,5,0.0,9,0,0,0,0,0
Kalil Alexander,TXST,DE,3,2,5,0.0,0,0,0,0,0,0
Elijah Davis,SC,DL,3,2,5,0.0,21,0,0,0,0,0
Daniel Tupuola,SHSU,DL,3,2,5,0.0,0,0,0,0,0,0
Trevor Yeboah-Kodie,RUTG,DB,4,1,5,0.0,3,0,0,0,0,0
Ryan Johnson,AKR,DL,3,1,4,0.0,0,0,0,0,0,0
Keenan Pili,TENN,LB,2,2,4,0.0,0,0,0,0,0,0
Chaz Ah You,BYU,LB,2,2,4,0.0,0,0,0,0,0,0
Raymond Niro III,NU,WR,3,1,4,0.0,17,0,0,0,0,0
Eriq Gilyard,CONN,LB,3,1,4,0.0,0,0,0,0,0,0
Jalen Knox,MISS,WR,2,2,4,0.0,11,0,0,0,0,0
Mikey Haney,EMU,DL,0,4,4,0.0,0,0,0,0,0,0
Jake Heimlicher,UCLA,DL,3,1,4,0.0,5,1,0,0,0,0
Julius Welschof,CLT,DL,1,3,4,0.0,0,0,0,0,0,0
Alex Brown,VAN,DB,2,2,4,0.0,0,0,0,0,0,0
Nakia Watson,WSU,RB,3,1,4,0.0,0,0,0,0,0,0
Chris Jackson,WSU,DB,1,3,4,0.0,8,1,0,0,0,0
Faatui Tuitele,WASH,DL,3,1,4,0.0,0,1,0,0,0,0
Raymond Woodie III,CAL,DB,4,0,4,0.0,8,0,0,0,0,0
Aman Greenwood,SYR,DB,3,1,4,0.0,0,0,0,0,0,0
Kiland Harrison,TULN,DB,4,0,4,0.0,9,0,0,0,0,0
Dontay Hunter II,OHIO,DE,2,2,4,1.0,0,0,0,0,0,0
Asher Alberding,CAL,TE,3,1,4,0.0,5,0,0,0,0,0
Keyon Lesane,NCSU,WR,3,1,4,0.0,0,0,0,0,0,0
Orin Patu,ARIZ,DL,2,2,4,0.0,0,0,0,0,0,0
Ricky Samuel,JVST,DL,1,3,4,1.0,0,0,0,0,0,0
Dalvin Smith,WKU,WR,2,2,4,0.0,4,0,0,0,0,0
Garrett Snodgrass,NEB,LB,2,2,4,0.0,0,0,0,0,0,0
Marcus Stripling,OU,DL,1,3,4,1.5,26,0,0,0,0,0
Shea Whiting,BOIS,WR,2,2,4,0.0,0,0,0,0,0,0
Lee Witherspoon,UAB,RB,3,1,4,0.0,0,0,0,0,0,0
Alfred Chea,CONN,DB,2,2,4,0.0,0,0,0,0,0,0
Clayton Coll,BALL,LB,1,3,4,0.0,0,0,0,0,0,0
Dallas Gamble,USA,CB,2,2,4,0.0,0,1,0,0,0,0
Frank Gore Jr.,USM,RB,3,1,4,0.0,6,0,0,0,0,0
Marqui Lowery Jr.,MSU,DB,3,1,4,0.0,0,2,0,0,0,0
Bryson Bonds,IU,DB,4,0,4,0.0,0,0,0,0,0,0
Sawiaha Ellis,TOL,LB,1,3,4,0.0,0,0,0,0,0,0
Aaron Armitage,STAN,LB,2,2,4,1.0,0,0,0,0,0,0
Eric Shaw,TROY,LB,2,2,4,0.5,0,0,0,0,0,0
Dylan Brooks,KU,DE,2,2,4,0.0,20,0,0,0,0,0
Teddy Knox,SMU,WR,3,1,4,0.0,0,0,0,0,0,0
Jamier Johnson,IU,DB,3,1,4,0.0,12,0,0,0,0,0
Ethan Wright,CIN,RB,2,2,4,0.0,0,0,0,0,0,0
Kyle Thomas,AKR,DL,1,3,4,0.0,0,0,0,0,0,0
Todd Bumphis,CIN,CB,4,0,4,0.0,0,0,0,0,0,0
Tristen Hines,EMU,DB,2,2,4,0.0,8,0,0,0,0,0
Joe Lusardi,RUTG,DB,1,3,4,0.0,0,0,0,0,0,0
Jaylen Hudson,WAKE,DL,3,1,4,0.0,0,0,0,0,0,0
Ja'Markis Weston,FLA,S,4,0,4,0.0,0,0,0,0,0,0
Kierron Smith,GASO,DL,1,3,4,0.0,0,0,0,0,0,0
Will Goldberg,SMU,S,1,3,4,0.0,0,0,0,0,0,0
Sean O'Keefe,TLSA,S,3,1,4,0.0,0,0,0,0,0,0
Jaylen Thomas,KENT,RB,4,0,4,0.0,40,0,0,0,0,0
John Burton,MASS,LB,1,3,4,0.0,0,0,0,0,0,0
Keanu Koht,ALA,LB,2,2,4,0.0,0,0,0,0,0,0
Jalen Jackson,MTSU,CB,4,0,4,0.0,0,2,0,0,0,0
Avery White,USM,TE,2,2,4,0.0,0,0,0,0,0,0
Tahir Annoor,TULN,DB,3,1,4,0.0,15,0,0,0,0,0
Jack Scroggs,APP,LB,1,3,4,0.0,-1,0,1,12,0,0
Terrence Cooks Jr.,TCU,LB,3,1,4,0.0,18,0,0,0,0,0
Dyson McCutcheon,WASH,CB,4,0,4,0.0,0,0,0,0,0,0
Jantzen Dunn,UK,DB,3,1,4,0.0,0,0,0,0,0,0
Tyrin Taylor,MEM,DB,4,0,4,0.0,0,2,1,0,0,0
DeVonta Smith,ALA,DB,3,1,4,0.0,0,0,0,0,0,0
Terion Sugick,ARST,DL,1,3,4,0.0,0,0,0,0,0,0
Derek Wilkins,CAL,DL,2,2,4,1.0,0,0,0,0,0,0
Poukesi Vakauta,USU,DT,0,4,4,0.0,0,0,0,0,0,0
Al-Jay Henderson,BUFF,RB,1,3,4,0.0,0,0,0,0,0,0
Kaci Seegars,OHIO,DE,1,3,4,0.0,0,0,0,0,0,1
Jakolbe Baldwin,NCSU,WR,3,1,4,0.0,0,0,0,0,0,0
Javar Strong,USU,S,2,2,4,0.0,0,0,0,0,0,0
Peter Montini,CSU,TE,1,3,4,0.0,10,0,0,0,0,0
Oluwaseyi Omotosho,ORST,LB,3,1,4,1.0,0,0,0,0,0,1
Aakil Washington,LIB,LB,2,2,4,0.0,7,0,0,0,0,0
Broc Lane,USU,TE,4,0,4,0.0,0,0,0,0,0,0
Ose Egbase,UNLV,DL,3,1,4,1.0,20,0,0,0,0,0
Duece Jones,UNM,WR,4,0,4,0.0,0,0,0,0,0,0
Al-Shadee Salaam,RUTG,RB,3,1,4,0.0,0,0,0,0,0,0
Prophet Brown,USC,CB,2,2,4,0.0,0,1,0,0,0,0
Carston Marshall,ISU,LB,1,3,4,0.0,0,0,0,0,0,0
Isaiah Newcombe,UCLA,DB,2,2,4,0.0,0,0,0,0,0,0
Maurice Heims,WASH,DE,1,3,4,0.0,0,0,0,0,0,0
Shi'Keem Laister,TULN,S,3,1,4,0.0,0,0,0,0,0,0
Max Marsh,KSU,S,4,0,4,0.0,0,0,0,0,0,0
Jam Miller,ALA,RB,3,1,4,0.0,0,0,0,0,0,0
Jacob Busic,NAVY,DE,4,0,4,1.0,49,2,0,0,0,0
Shane Whitter,OU,LB,3,1,4,0.0,0,0,0,0,0,0
Van Heitmann,RICE,DL,3,1,4,0.0,0,0,0,0,0,0
A.J. Campbell,KENT,DL,3,1,4,0.0,0,0,0,0,0,0
Elijah Fuentes-Cundiff,SYR,DL,1,3,4,0.0,1,1,0,0,0,0
Stephen Sings V,AUB,LB,4,0,4,0.0,0,0,0,0,0,0
Ilijah Johnson,UTEP,CB,3,1,4,0.0,0,1,0,0,0,0
Rodrick Hockley,TXST,CB,2,2,4,0.0,0,0,0,0,0,0
Jalen Montgomery,MTSU,RB,2,2,4,0.0,11,0,0,0,0,0
Jason Shuford,ECU,DL,1,3,4,0.0,0,0,0,0,0,0
Joe McFadden,CONN,PK,4,0,4,0.0,0,0,0,0,0,0
Kenny Byrd,UTEP,LB,2,2,4,0.0,0,1,0,0,0,0
Trent Low,TTU,LB,0,4,4,0.5,11,0,0,0,0,0
Isaiah Dunson,BAY,CB,3,1,4,0.0,0,0,0,0,0,0
Jason Moore,GT,DL,2,2,4,0.0,9,0,0,0,0,0
Al Ashford III,USU,CB,0,4,4,0.0,6,0,0,0,0,0
Lucas Matias,FIU,PK,3,1,4,0.0,16,0,0,0,0,0
Yessman Green,JVST,CB,2,2,4,0.0,0,0,0,0,0,0
Joshua Erling,WSU,LB,2,2,4,0.0,0,0,0,0,0,0
Chase Curtis,TCU,TE,2,2,4,0.0,0,0,0,0,0,0
Arian Gregory,USM,LB,0,4,4,0.0,5,0,0,0,0,0
Ysidro Mascorro,SHSU,LB,3,1,4,0.0,0,0,0,0,0,0
Tanner Moku,WSU,DB,3,1,4,0.0,0,0,0,0,0,0
Caleb Parker,BAY,S,4,0,4,0.0,0,0,0,0,0,0
Jadon Pearson,UTAH,S,3,1,4,0.0,0,0,0,0,0,0
Jalon Peoples,TTU,DB,4,0,4,0.0,39,0,0,0,0,0
Tre Emory,BAY,DL,1,3,4,0.5,9,0,0,0,0,0
Mandel Eugene Jr.,TULN,LB,2,2,4,0.0,0,0,0,0,0,0
Venson Sneed Jr.,IU,DL,2,2,4,0.0,0,0,0,0,0,1
Elijah Mc-Cantos,ILL,DB,2,2,4,0.0,0,0,0,0,0,0
James Monds III,IU,DB,1,3,4,0.0,0,0,0,0,0,0
D'Angelo Hutchinson,LOU,DB,2,2,4,0.0,0,0,0,0,0,0
Ade Willie,MSU,DB,2,2,4,0.0,4,0,0,0,0,0
Tawfiq Thomas,LOU,DL,3,1,4,0.0,0,0,0,0,0,0
Trevon McAlpine,TTU,DL,4,0,4,0.0,16,0,0,0,0,0
Lance Holtzclaw,WASH,DE,3,1,4,0.0,0,0,0,0,0,0
Kade Kostus,CMU,DL,3,1,4,0.0,7,0,0,0,0,0
Pat Caughey,STAN,DL,0,4,4,0.0,0,0,0,0,0,0
Malcolm Jones,MSU,DB,3,1,4,0.0,0,0,0,0,0,0
Blake Matthews,TROY,LB,3,1,4,0.0,45,0,0,0,0,0
Will Stone,TEX,PK,4,0,4,0.0,4,0,0,0,0,0
Dillon Moore,WMU,LB,1,3,4,0.0,0,0,0,0,0,0
