Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Joe Evans,UTSA,DL,10,7,17,2.0,0,0,0,0,0,0
Dorian Strong,VT,CB,11,6,17,0.0,0,6,3,32,0,0
Anthony Booker Jr.,ARK,DL,5,12,17,0.5,0,0,0,0,0,0
P.J. Spencer,NU,DL,4,13,17,0.0,15,0,0,0,0,0
Mac Uihlein,NU,LB,14,3,17,0.0,0,1,0,0,0,0
Richard Kinley,MTSU,DE,7,10,17,3.0,0,2,0,0,0,0
Eddie Williams,FAU,LB,6,11,17,0.0,36,1,0,0,0,0
Dan Jackson,UGA,DB,10,7,17,0.0,0,1,1,0,0,1
Jalen Davis,MTSU,LB,10,7,17,0.0,0,0,0,0,0,1
Aaron Beckwith,MASS,DT,8,9,17,0.0,0,0,0,0,0,0
Michael Hall Jr.,OSU,DT,6,11,17,1.5,5,0,0,0,0,0
Devin Kirkwood,UCLA,DB,12,5,17,0.0,0,2,1,0,0,1
Kosi Agina,FRES,DB,9,8,17,0.0,3,0,0,0,0,0
Jonah Pace,CMU,DL,9,8,17,1.0,17,0,0,0,0,0
Joey Stemler,BALL,LB,6,11,17,0.0,0,0,0,0,0,0
Marques Buford Jr.,NEB,DB,14,3,17,1.0,0,0,0,0,0,0
J.R. Singleton,ISU,DL,4,13,17,3.5,0,0,0,0,0,0
Maurice White,CMU,DL,10,7,17,3.5,8,0,0,0,0,0
Channing Canada,TCU,CB,14,3,17,1.0,0,0,0,0,0,0
Dez Morgan,CLT,DL,4,13,17,0.0,0,0,0,0,0,0
Terrion Thompson,WKU,DT,12,5,17,2.0,0,0,0,0,0,0
De'Arre McDonald,MTSU,CB,12,5,17,1.0,0,5,0,0,0,0
Marco Baker,JVST,CB,10,7,17,1.0,0,2,0,0,0,0
Jayson Gilliom,KU,LB,12,5,17,1.0,0,0,0,0,0,0
Michael Diatta,UVA,DT,6,11,17,1.0,19,0,0,0,0,0
Muhammed Jammeh,NIU,S,9,8,17,1.0,50,0,1,17,0,0
Tariq Jones,HAW,DL,8,9,17,2.0,0,0,0,0,0,0
Isaiah Smith,SMU,DE,9,8,17,1.5,0,0,0,0,0,0
Jack Pyburn,FLA,DE,6,11,17,0.0,19,0,0,0,0,0
Isiah Davis,CONN,DB,11,6,17,0.0,15,1,0,0,0,0
Ahmere Foster,MRSH,CB,9,8,17,0.0,0,1,0,0,0,1
LT Overton,TA&M,DL,6,11,17,0.0,43,0,0,0,0,0
Braylan Shelby,USC,DE,15,2,17,2.0,0,0,0,0,0,1
Kingston McKinstry,ECU,LB,8,9,17,0.0,4,0,0,0,0,0
Demarcus Griffin-Taylor,LT,DB,9,8,17,0.0,0,4,0,0,0,1
Ronald Cooper,GAST,CB,14,3,17,0.0,0,2,0,0,0,0
C.J. McCray,VT,DL,7,10,17,3.5,0,0,0,0,0,0
Joshua Rudolph,IU,LB,12,5,17,0.0,0,1,0,0,0,0
Brett Gerena,ARMY,LB,10,7,17,0.0,0,0,0,0,0,1
Kyle Louis,PITT,LB,5,12,17,0.0,0,0,0,0,0,0
Brodrick Gooch,APP,LB,8,9,17,1.0,0,0,0,0,0,0
Jordan Sanders,NAVY,LB,6,11,17,0.0,0,0,0,0,0,0
Trent Jones II,ISU,DE,4,13,17,3.0,0,0,0,0,0,1
Samuel Okunlola,PITT,DL,9,8,17,5.0,0,0,0,0,0,1
Lionell Whitaker,MD,DB,12,5,17,0.0,44,0,0,0,0,0
James Kreutz,ILL,LB,9,8,17,1.0,6,0,0,0,0,0
Kameron Hamilton,TULN,DL,10,7,17,4.0,0,0,0,0,0,1
Elhadj Fall,GASO,DL,9,8,17,4.0,29,1,0,0,0,0
Jabari Mack,JVST,CB,11,6,17,0.0,0,3,1,34,0,0
Princewill Umanmielen,NEB,DL,8,9,17,1.0,6,0,0,0,0,0
Daiquan White,EMU,DB,10,7,17,0.0,0,11,0,0,0,0
Ashton Stamps,LSU,CB,14,3,17,0.0,56,2,0,0,0,0
Kalib Perry,TENN,LB,5,12,17,0.0,0,0,0,0,0,0
Arion Carter,TENN,LB,8,9,17,0.0,0,1,0,0,0,0
Preston Rex,BYU,S,11,6,17,0.0,0,0,0,0,0,0
Bennett Walker,EMU,DB,6,11,17,0.0,10,3,3,0,0,0
Tyrice Ivy Jr.,ORST,DB,12,5,17,0.0,0,0,0,0,0,0
LaJoshua Jackson,AKR,DL,7,10,17,2.0,0,0,0,0,0,0
Jalon Ferrell,MASS,S,9,7,16,1.0,0,0,0,0,0,0
Trajan Jeffcoat,ARK,DL,7,9,16,4.0,11,0,0,0,0,0
Bryson Washington,WKU,LB,9,7,16,0.0,0,2,1,0,0,1
John Blunt Jr.,TXST,CB,12,4,16,1.0,14,1,0,0,0,1
Devin Danielson,PITT,DL,3,13,16,1.5,36,0,0,0,0,0
Decorian Patterson,UCF,DB,13,3,16,0.0,3,2,0,0,0,0
Keonte Glinton,NMSU,CB,12,4,16,0.0,0,6,0,0,0,0
Da'Jon Terry,OU,DL,6,10,16,1.0,0,0,0,0,0,0
Kristian Williams,MIZ,DL,6,10,16,0.0,0,1,0,0,0,1
Tavion Woodard,BALL,DL,5,11,16,2.0,11,0,0,0,0,0
Coziah Izzard,PSU,DT,7,9,16,3.0,0,0,0,0,0,1
Dwight McGlothern,ARK,DB,16,0,16,0.0,0,6,3,42,0,1
Blayne Toll,ARST,DE,10,6,16,2.0,0,0,0,0,0,0
Herbert Gums,BOIS,NT,7,9,16,0.0,8,0,0,0,0,0
Jayson Jones,AUB,DL,9,7,16,0.0,0,1,0,0,0,0
Sidney Williams,MIZ,DB,9,7,16,1.0,23,0,0,0,0,0
Kendrick Blackshire,ALA,LB,9,7,16,0.0,0,0,0,0,0,1
Chaz Chambliss,UGA,LB,8,8,16,0.0,18,1,1,-2,0,0
Dreyden Norwood,MIZ,DB,9,7,16,0.0,0,2,0,0,0,0
Antonio Stevens,PUR,DB,13,3,16,0.0,9,0,0,0,0,0
Dezmond Tell,LOU,DL,7,9,16,2.0,0,0,0,0,0,1
Gage Keys,KU,DL,11,5,16,0.0,9,0,0,0,0,0
Braylen Ingraham,SYR,DL,2,14,16,0.5,0,2,0,0,0,0
Jalen Catalon,TEX,DB,14,2,16,0.0,0,0,0,0,0,1
Eric Gregory,ARK,DL,8,8,16,1.0,0,1,0,0,0,0
Hakeem Ajijolaiya,HOU,DL,8,8,16,0.0,28,1,0,0,0,0
Alex Hogan,HOU,DB,14,2,16,0.0,0,3,0,0,0,0
Jacob Lacey,OU,DL,6,10,16,1.0,0,0,0,0,0,0
Ben Johnson,OHIO,S,3,13,16,0.0,0,0,0,0,0,0
Jaden Slocum,STAN,CB,9,7,16,0.0,0,0,0,0,0,0
West Weeks,LSU,LB,3,13,16,0.0,0,0,0,0,0,0
Bryce Edmondson,MEM,LB,11,5,16,0.0,0,0,0,0,0,2
Hunter Barth,CAL,LB,11,5,16,0.0,0,0,0,0,0,0
Kahlil Saunders,UK,DL,9,7,16,1.5,4,0,0,0,0,0
Mattheus Carroll,KENT,DL,4,12,16,1.0,0,0,0,0,0,0
Raam Stevenson,WSU,DE,6,10,16,0.0,37,0,0,0,0,0
Suirad Ware,ECU,DL,7,9,16,1.0,0,0,0,0,0,0
Cam Bariteau,CSU,DL,6,10,16,0.5,7,0,0,0,0,0
Tyson Lee,WMU,DL,9,7,16,0.0,0,0,0,0,0,0
Dierre Kelly,BGSU,DL,7,9,16,1.5,0,0,0,0,0,0
Tyler Kiehne,UNM,DE,7,9,16,1.0,0,3,0,0,0,1
Dre Pinckney,CCU,S,6,10,16,0.0,11,0,1,12,0,0
Miguel Jackson,CLT,DE,6,10,16,2.0,0,0,0,0,0,0
Zane Durant,PSU,DT,11,5,16,2.0,0,0,0,0,0,0
Devon Jackson,ORE,LB,5,11,16,0.0,30,0,0,0,0,0
Josh White,BAY,LB,12,4,16,0.0,0,0,0,0,0,0
MJ Sherman,NEB,LB,7,9,16,1.5,0,0,0,0,0,0
Brandon Adams,UCF,DB,12,4,16,0.0,0,3,0,0,0,0
Josh Minkins,LOU,DB,14,2,16,0.0,45,0,0,0,0,0
Myles Williams,CAL,LB,9,7,16,0.0,25,0,0,0,0,0
Marcus Moore,UNT,DL,9,7,16,0.0,0,0,0,0,0,1
Vincent Nunley,WASH,S,10,6,16,0.0,7,1,1,1,0,0
Mason Reiger,LOU,DL,11,5,16,5.0,0,1,0,0,0,1
Cam Miller,PSU,CB,13,3,16,2.0,0,0,1,0,0,0
Louce Julien,MASS,DE,6,10,16,0.0,0,0,0,0,0,0
Jayden Thiergood,AFA,DE,4,12,16,0.5,38,0,0,0,0,0
SaVeon Brown,WMU,DB,9,7,16,0.0,0,2,0,0,0,0
Jeremiah Wilson,SYR,DB,13,3,16,0.0,12,5,1,34,1,0
Grayson Howard,SC,LB,8,8,16,0.0,0,0,0,0,0,0
Cameron Lenhardt,NEB,DL,9,7,16,3.0,0,0,0,0,0,0
Jamond Gordon,MISS,DT,6,10,16,1.5,0,0,0,0,0,0
Nahree Biggins,CMU,DB,10,6,16,0.0,0,2,1,4,0,0
Lawai'a Brown,CMU,LB,9,7,16,0.0,19,0,0,0,0,0
Trejon Hugue,UTEP,S,10,6,16,0.0,1,1,0,0,0,0
Caden Biser,WVU,LB,10,6,16,0.0,11,0,0,0,0,0
Da'Shawn Davis,GASO,DL,6,10,16,1.5,0,0,0,0,0,2
Brad Spence,ARK,LB,7,9,16,0.0,0,0,1,85,1,0
Chris Bracy,UAB,S,8,8,16,0.0,3,0,1,58,0,0
Jeremy Evans,BAY,LB,14,2,16,0.0,0,1,0,0,0,1
Deven Wright,TXST,DE,5,11,16,2.0,0,0,0,0,0,1
Keith Conley Jr.,UNLV,DL,4,12,16,2.0,54,0,0,0,0,0
Sincere Jackson,SHSU,LB,11,5,16,0.0,18,0,0,0,0,1
Antwan Peek Jr.,CIN,S,9,7,16,0.0,0,0,0,0,0,0
David Blay,LT,DL,4,12,16,0.0,9,0,0,0,0,0
Kanious Vaughn,UTEP,DE,12,4,16,6.0,0,0,0,0,0,2
Hunter Rapolla,UNM,DL,4,12,16,1.5,22,1,0,0,0,0
Casey Rogers,ORE,DL,4,11,15,1.5,0,0,0,0,0,1
Jack Powers,ECU,LB,7,8,15,0.0,14,2,0,0,0,0
Armani Chatman,UNC,DB,13,2,15,0.0,0,4,2,0,0,1
Branson Deen,MIA,DT,4,11,15,2.5,0,0,0,0,0,0
Chris Collins,MINN,DL,7,8,15,0.0,-2,0,1,0,0,0
Luke Cameron,EMU,LB,6,9,15,0.0,10,1,0,0,0,0
Derick Hunter Jr.,MEM,DL,10,5,15,1.5,0,0,0,0,0,0
Trikweze Bridges,ORE,DB,6,9,15,0.0,7,2,0,0,0,0
Jett Bush,TEX,LB,6,9,15,1.0,2,1,0,0,0,0
Myles Farmer,SYR,DB,9,6,15,0.0,21,0,0,0,0,1
Trace Ford,OU,DL,6,9,15,0.0,0,3,1,26,0,0
Drew Fowler,WASH,LB,10,5,15,0.0,8,0,0,0,0,0
Daniel Heimuli,ARIZ,LB,4,11,15,0.0,0,0,0,0,0,0
Jacoby Windmon,MSU,LB,5,10,15,1.0,29,0,0,0,0,0
Wesley Steiner,AUB,LB,7,8,15,0.0,0,0,0,0,0,0
Vernon Broughton,TEX,DL,7,8,15,1.0,0,1,0,0,0,0
Nazir Stackhouse,UGA,DL,9,6,15,2.0,0,1,1,44,0,0
Korie Black,OKST,CB,11,4,15,0.0,37,4,1,16,0,1
Makell Esteen,WASH,S,7,8,15,0.0,0,2,0,0,0,0
Quinten Johnson,MICH,DB,13,2,15,0.0,45,3,1,2,0,0
Nate Ritchie,UTAH,S,9,6,15,1.0,0,0,0,0,0,0
Deshawn Jones Jr.,BGSU,CB,13,2,15,0.0,10,0,2,57,1,0
Kamo'i Latu,WIS,S,13,2,15,0.0,22,2,0,0,0,0
Keeshawn Silver,UK,DL,6,9,15,0.0,2,0,0,0,0,0
Justin Williams,WAKE,DL,3,12,15,0.0,0,0,0,0,0,0
Soni Misi,TCU,DL,6,9,15,0.0,0,1,0,0,0,0
Jordan Anderson,UCLA,DB,9,6,15,0.0,0,1,0,0,0,2
Avery Huff,FIU,LB,7,8,15,1.0,28,0,0,0,0,1
Michael Callahan,BOIS,DT,7,8,15,1.0,0,0,0,0,0,0
Jaylon Jimmerson,LIB,S,9,6,15,0.0,0,1,0,0,0,0
Sam Latham,TXST,DE,7,8,15,2.5,0,0,0,0,0,1
James Stewart,MTSU,DL,6,9,15,0.0,0,0,0,0,0,0
John Howse IV,VAN,S,5,10,15,0.0,43,1,1,0,0,0
Jason Onye,ND,DL,9,6,15,0.5,28,0,0,0,0,0
Deuce Harmon,TA&M,DB,12,3,15,0.0,0,6,1,0,0,0
De'Javion Stepney,CMU,DB,11,4,15,0.0,32,1,0,0,0,0
Morice Blackwell Jr.,TEX,LB,9,6,15,0.0,0,0,0,0,0,0
Quincy Ledet Jr.,TTU,DL,5,10,15,0.0,0,0,0,0,0,1
Vic Alobwede,UNT,DL,7,8,15,0.0,0,0,0,0,0,0
Tevin Williams III,BAY,CB,11,4,15,0.0,0,1,0,0,0,0
Austin Roon,SYR,LB,3,12,15,0.0,0,0,0,0,0,0
Corey Platt Jr.,TULN,LB,10,5,15,1.0,4,0,0,0,0,0
Cam Smith,OKST,CB,11,4,15,0.0,2,3,1,6,0,0
Jalen Satchell,ODU,DT,5,10,15,1.0,12,0,0,0,0,1
Phillip Lee,TROY,LB,5,10,15,1.5,0,0,0,0,0,0
Joshua Burnham,ND,DL,9,6,15,1.0,0,0,0,0,0,0
Jaeden Gould,SYR,DB,8,7,15,0.0,0,1,1,17,0,0
Melvin Jordan IV,ORST,LB,7,8,15,0.0,15,0,0,0,0,0
Emar'rion Winston,ORE,LB,5,10,15,0.0,0,0,0,0,0,0
Greedy Vance Jr.,FSU,DB,10,5,15,0.0,9,3,1,13,0,0
Nikko Reed,ORE,DB,8,7,15,0.0,0,6,0,0,0,0
Kristian Story,ALA,DB,9,6,15,0.0,9,1,1,2,0,0
Justin Rogers,AUB,DL,8,7,15,1.0,0,0,0,0,0,0
Derick Mourning Jr.,TXST,LB,8,7,15,1.0,8,0,0,0,0,0
Paris Shand,LSU,DE,5,10,15,2.0,0,2,0,0,0,0
Ore Adeyi,NU,DB,9,6,15,0.0,2,1,0,0,0,0
Devin Lee,VAN,DL,3,12,15,0.5,0,0,0,0,0,0
Beau Atkinson,UNC,DL,9,6,15,3.5,0,0,0,0,0,1
Khian'Dre Harris,ODU,CB,6,9,15,0.0,0,2,0,0,0,0
Tyce Westland,WYO,DE,8,7,15,0.0,9,0,0,0,0,1
Isaiah Taylor,ARIZ,S,8,7,15,0.0,0,0,0,0,0,0
Caleb Brown,HAW,DB,10,5,15,0.0,19,7,0,0,0,0
Markus Clark,APP,DT,4,11,15,1.0,0,0,0,0,0,0
Russell Davis II,ARIZ,DL,13,2,15,2.5,17,0,0,0,0,0
D'Mon Brinson,CONN,DB,14,1,15,0.0,42,0,0,0,0,0
Micheal Ibukun-Okeyode,TCU,DL,11,4,15,1.5,0,0,0,0,0,0
Jshawn Frausto-Ramos,STAN,CB,12,3,15,0.0,0,1,0,0,0,0
TJ Metcalf,ARK,DB,9,6,15,0.0,8,0,0,0,0,0
Jamel Johnson,TCU,S,11,4,15,0.0,0,0,0,0,0,0
Isaac Smith,MSST,S,6,9,15,0.0,30,0,0,0,0,0
Keyshawn Burgos,VT,DL,7,8,15,2.0,0,0,0,0,0,0
Nijel McGriff,UL,DL,8,7,15,0.0,0,1,0,0,0,0
Jack Beebe,BALL,LB,9,6,15,0.0,0,0,0,0,0,0
Bralen Henderson,OHIO,DT,3,12,15,0.0,9,0,0,0,0,1
Elias Larry,NAVY,CB,11,4,15,0.0,0,3,0,0,0,0
Hayes Puckett,USM,DB,10,5,15,0.0,25,0,0,0,0,0
Gavin Gibson,MD,DB,11,4,15,0.0,0,0,0,0,0,0
Jibreel Al-Amin,JVST,LB,13,2,15,1.0,0,0,0,0,0,0
Tony Rojas,PSU,LB,6,9,15,1.0,0,0,1,20,0,1
Jeffrey M'Ba,PUR,DL,8,7,15,1.0,0,0,0,0,0,0
Jourdan Thomas,TENN,DB,5,10,15,0.0,32,0,0,0,0,0
Jacob Ellis,ISU,LB,4,11,15,0.0,0,0,0,0,0,0
Jalik Thomas,APP,S,10,5,15,0.0,2,2,0,0,0,0
Justin Kirkland,OKST,NT,7,8,15,0.0,17,1,0,0,0,0
Ezekiel Durham-Campbell,LT,DE,3,12,15,0.0,0,2,0,0,0,0
Chris Murray,SHSU,DL,13,2,15,1.0,39,0,0,0,0,0
Demarcus Rankin,WAKE,DB,10,5,15,0.0,17,0,1,0,0,0
DJ Coleman,BAY,S,11,4,15,0.0,0,2,0,0,0,0
John Davis,UNT,CB,9,5,14,0.0,0,3,1,37,0,0
Jordan Kelley,OU,DL,7,7,14,1.0,15,0,0,0,0,0
Jordan Morris,SHSU,DB,12,2,14,0.0,0,0,1,24,0,0
Tuli Letuligasenoa,WASH,DL,6,8,14,0.0,0,0,0,0,0,0
Isaiah Johnson,FRES,DE,11,3,14,1.0,0,0,0,0,0,1
Zaid Hamden,TLSA,DL,7,7,14,0.0,7,0,0,0,0,0
Tyreek Johnson,SC,DE,5,9,14,1.5,0,0,0,0,0,0
Xavier Lanier,TLSA,DB,8,6,14,0.0,9,4,0,0,0,0
Demetrius Harris,BUFF,S,9,5,14,0.0,0,2,0,0,0,0
Noah Boykin,MASS,DB,11,3,14,0.0,13,2,0,0,0,0
Blake Antzoulatos,CAL,LB,5,9,14,0.0,2,0,0,0,0,0
Jayden Curry,USF,DB,6,8,14,0.0,0,1,0,0,0,0
Raymond Cutts,TROY,LB,6,8,14,1.5,0,0,0,0,0,0
Lance Dixon,WVU,LB,11,3,14,0.0,0,1,0,0,0,0
Wyatt Draeger,SDSU,DL,4,10,14,0.0,16,1,0,0,0,0
Mario Kendricks,VT,DL,9,5,14,1.5,12,0,0,0,0,0
Patrick Lucas Jr.,IU,DL,8,6,14,0.0,0,0,0,0,0,0
Tyrique Matthews,TTU,LB,11,3,14,0.0,0,0,0,0,0,0
Tymon Mitchell,TCU,DL,8,6,14,0.0,0,0,0,0,0,0
R.J. Oben,DUKE,DE,5,9,14,3.5,0,1,0,0,0,0
Keivie Rose,ARK,DL,6,8,14,2.5,0,0,0,0,0,0
Josh Sarratt,JMU,S,7,7,14,0.0,15,1,0,0,0,0
Shitta Sillah,BC,DE,10,4,14,2.0,0,0,0,0,0,0
Zaylin Wood,MTSU,DE,8,6,14,3.0,10,2,0,0,0,1
Isheem Young,MISS,S,7,7,14,0.0,0,1,0,0,0,0
JaQwondis Burns,SMU,LB,6,8,14,2.0,7,1,0,0,0,0
Keaton Ellis,PSU,S,12,2,14,0.0,0,0,1,6,0,1
Daequan Hardy,PSU,CB,9,5,14,1.0,0,7,2,34,0,0
Deshawn Holt,TOL,LB,7,7,14,3.0,27,0,0,0,0,0
Nate Matlack,KSU,DE,10,4,14,4.0,7,1,0,0,0,0
Logan Richter,MINN,DL,6,8,14,0.0,0,1,0,0,0,0
Elijah Simmons,TENN,DL,6,8,14,0.0,0,1,0,0,0,0
Ben Smiley III,UVA,DE,6,8,14,2.0,0,1,0,0,0,0
Jahari Rogers,SMU,CB,11,3,14,0.0,0,0,1,0,0,0
Nick Booker-Brown,UTSA,DL,10,4,14,1.5,7,3,0,0,0,0
RJ Delancy III,TOL,CB,8,6,14,0.0,0,7,1,0,0,0
Xavian Sorey Jr.,UGA,LB,10,4,14,1.0,0,1,0,0,0,0
Chop Robinson,PSU,DE,12,2,14,4.0,32,1,0,0,0,2
Denzel Burke,OSU,CB,10,4,14,0.0,0,8,1,0,0,1
Isaiah Mcelvane,LT,DB,7,7,14,0.0,0,1,0,0,0,0
Eric Rogers,RUTG,DB,9,5,14,0.0,0,6,0,0,0,0
Keveion'ta Spears,MEM,DL,9,5,14,2.0,0,0,0,0,0,0
Roman Parodie,OHIO,CB,10,4,14,0.0,0,1,0,0,0,1
Khris Bogle,MSU,DL,5,9,14,1.5,33,0,0,0,0,0
Immanuel Hickman,USF,DE,6,8,14,0.0,5,0,0,0,0,0
Zach Edwards,TROY,DE,7,7,14,0.5,0,2,0,0,0,0
Eric Phillips,CIN,DE,8,6,14,2.0,0,1,0,0,0,1
Joe Anderson,PUR,DL,8,6,14,0.0,0,0,0,0,0,0
Collin McCarthy,CONN,DL,6,8,14,0.0,21,1,0,0,0,0
Charles Rosser,BGSU,LB,7,7,14,0.0,14,0,0,0,0,0
Zuriah Fisher,PSU,DE,9,5,14,2.5,0,0,0,0,0,0
Martez Thrower,UK,LB,9,5,14,0.0,2,0,0,0,0,0
Decarius Hawthorne,FAU,DL,7,7,14,3.5,0,0,0,0,0,0
Khari Johnson,BC,DB,7,7,14,0.5,0,0,0,0,0,0
Albert Regis,TA&M,DL,7,7,14,1.0,0,0,0,0,0,0
Connor Shay,WYO,LB,8,6,14,0.0,8,0,0,0,0,0
Joshua Pickett,DUKE,CB,9,5,14,0.0,0,0,1,-3,0,0
Cody Lindenberg,MINN,LB,10,4,14,0.0,2,0,0,0,0,1
Jaheim Singletary,ARK,DB,9,5,14,0.0,0,4,0,0,0,0
Ethan Hassler,ARST,DE,6,8,14,0.0,0,0,0,0,0,0
John Tuitupou,HAW,DL,6,8,14,0.0,0,2,0,0,0,0
Junior Tafuna,UTAH,DT,6,8,14,1.0,0,1,0,0,0,1
Toriano Pride Jr.,CLEM,CB,13,1,14,0.0,0,4,0,0,0,0
Domonique Orange,ISU,DL,5,9,14,0.0,0,0,0,0,0,0
Terrance Brooks,TEX,DB,7,7,14,0.0,29,6,2,40,0,0
Shay Taylor,OHIO,LB,6,8,14,0.0,3,0,0,0,0,1
Victor Nelson,BC,DB,10,4,14,0.0,0,1,0,0,0,1
Jaxson Moi,STAN,DL,3,11,14,0.5,0,0,0,0,0,0
Noble Thomas,ORST,DB,8,6,14,0.0,0,3,0,0,0,0
Jacob Holmes,FRES,DL,8,6,14,4.0,0,0,0,0,0,1
Matt Rose,STAN,LB,9,5,14,0.0,0,0,0,0,0,0
Rodney Shelley,GT,DB,6,8,14,0.0,0,0,0,0,0,0
J.D. Lampley,ECU,DL,8,6,14,2.0,0,1,0,0,0,0
Marvin Burks Jr.,MIZ,DB,8,6,14,1.0,0,0,0,0,0,0
Conrad Hussey,FSU,DB,7,7,14,0.0,0,2,1,2,0,2
Dontay Joyner,ARST,CB,9,5,14,0.0,8,0,0,0,0,0
Avieon Terrell,CLEM,CB,11,3,14,0.0,0,3,1,0,0,0
Devon King,ECU,DB,9,5,14,0.0,15,1,0,0,0,0
Khalil Majeed,MSU,DB,8,6,14,1.0,0,0,1,-3,0,0
Doug Blue-Eli,USF,DL,7,7,14,0.0,18,0,0,0,0,1
Trey Sofia,ARMY,DL,7,7,14,1.5,2,0,0,0,0,0
Blake Nichelson,FSU,LB,3,11,14,0.0,0,1,0,0,0,0
Mo Omonode,PUR,DL,9,5,14,2.0,69,0,0,0,0,0
Jaelyn Davis-Robinson,SMU,CB,12,2,14,0.0,13,2,1,0,0,0
Logan Fano,UTAH,DE,5,9,14,3.5,57,1,0,0,0,2
Joshua Josephs,TENN,DL,10,4,14,3.0,0,1,0,0,0,0
Kevin Abrams-Verwayne,APP,DE,7,7,14,1.5,0,0,0,0,0,2
Jaylon Bass,BUFF,DT,5,9,14,1.5,0,1,1,0,0,1
Jaharon Griffin,AKR,LB,10,4,14,0.0,0,0,0,0,0,1
Chris Johnson,MTSU,S,8,6,14,0.0,0,0,0,0,0,0
Caleb Hardy,UVA,S,3,11,14,0.0,0,1,1,6,0,0
KD Johnson,UTEP,DL,11,3,14,0.0,0,0,0,0,0,0
Sayed Abuhamdeh,KENT,LB,5,9,14,0.5,0,0,0,0,0,0
Terry Webb,TXST,DT,3,11,14,1.5,0,1,0,0,0,0
Daniel Williams,HAW,DL,7,7,14,0.0,0,0,0,0,0,1
Daniel Green,KSU,LB,10,3,13,1.0,1,0,0,0,0,0
Malik Vann,CIN,DE,6,7,13,1.5,0,1,0,0,0,0
Kaelen Skipper,FAU,S,7,6,13,0.0,0,1,0,0,0,0
Andres Fox,MEM,DL,7,6,13,1.5,0,1,0,0,0,1
Ulumoo Ale,WASH,DL,4,9,13,0.0,0,1,0,0,0,0
Uchenna Ezewike,MASS,DE,4,9,13,1.0,0,0,0,0,0,0
Patrick Joyner Jr.,KU,DE,10,3,13,2.0,6,0,0,0,0,0
Devon Robinson,AKR,DL,4,9,13,0.5,0,0,0,0,0,0
Dennis Briggs Jr.,FSU,DL,3,10,13,1.5,0,0,0,0,0,0
Patrick Mensah,UL,S,9,4,13,0.0,0,2,1,24,1,0
Malik Feaster,MEM,DB,11,2,13,0.0,0,4,1,36,1,0
Matt Thomas,CSU,DL,5,8,13,0.0,0,0,0,0,0,0
Cortez Hogans,BOIS,DE,9,4,13,0.0,8,1,0,0,0,0
Jacob Bandes,WASH,DL,7,6,13,0.0,0,0,0,0,0,0
Mase Funa,ORE,LB,6,7,13,1.0,0,0,0,0,0,1
Rian Davis,UCF,LB,7,6,13,0.0,0,0,0,0,0,0
Devee Harris,COLO,LB,4,9,13,0.0,6,0,0,0,0,0
Ke'Shun Brown,USA,LB,9,4,13,0.0,0,0,0,0,0,0
Zion Logue,UGA,DL,7,6,13,0.5,0,1,0,0,0,0
Adrian Woliver,TOL,LB,4,9,13,3.0,0,1,0,0,0,1
DeMonte Capehart,CLEM,DT,10,3,13,2.0,25,1,0,0,0,1
Derek Wingo,FLA,LB,5,8,13,2.0,0,1,0,0,0,0
Eric Taylor,MSST,DL,4,9,13,0.0,0,0,0,0,0,0
Jah Joyner,MINN,DL,9,4,13,5.5,53,1,0,0,0,2
Deshawn McCuin,SDSU,S,9,4,13,0.5,10,0,1,70,1,0
Derrick McLendon,COLO,LB,9,4,13,1.5,0,0,0,0,0,0
Christian Rorie,TXST,DT,7,6,13,0.5,49,0,0,0,0,0
Hunter Sellers,UNM,CB,9,4,13,0.0,0,1,0,0,0,0
Alfred Collins,TEX,DL,9,4,13,2.0,8,2,0,0,0,0
Martez Poynter,TOL,DT,5,8,13,1.5,0,0,0,0,0,0
Justin Wodtly,CIN,DE,4,9,13,1.0,0,1,0,0,0,0
Ramon Henderson,ND,S,12,1,13,0.0,87,1,1,0,0,1
Gavin Holmes,TEX,DB,12,1,13,0.0,11,0,0,0,0,0
Anthony Beavers Jr.,USC,S,9,4,13,0.0,0,0,0,0,0,0
Zavier Carter,UNLV,LB,6,7,13,2.0,0,0,0,0,0,1
Andre Turrentine,TENN,DB,8,5,13,0.0,5,0,0,0,0,0
Seth Robertson,GASO,DB,10,3,13,0.0,45,1,0,0,0,1
Joshua Harris,MISS,DT,4,9,13,0.0,0,0,0,0,0,0
Kyon Barrs,USC,DL,4,9,13,0.0,27,0,0,0,0,0
John Ward,USU,DE,5,8,13,0.0,0,0,0,0,0,0
Sean Greeley,MD,LB,9,4,13,0.0,28,0,0,0,0,1
Briceon Hayes,SHSU,DL,7,6,13,0.0,0,0,0,0,0,0
Cole DeMarzo,WYO,LB,8,5,13,0.0,5,0,0,0,0,0
Sekai Asoau-Afoa,WASH,DE,5,8,13,0.0,0,1,0,0,0,0
Carter Hooper,CONN,DL,6,7,13,0.0,0,1,0,0,0,0
Chris Thomas Jr.,MRSH,DL,5,8,13,0.0,0,0,0,0,0,0
Grey Carroll,LIB,DE,5,8,13,0.0,0,0,0,0,0,0
Davian Mayo,BGSU,LB,5,8,13,0.0,1,1,0,0,0,0
Tyler Quinn,CSU,DL,2,11,13,1.0,0,0,0,0,0,0
Chris Boti,LIB,DT,3,10,13,2.5,0,0,0,0,0,0
