Player,School,POS,ATT,YDS,AVG,LNG,TD
Devin Leary,UK,QB,39,-55,-1.4,22,1
Connor Bazelak,BGSU,QB,38,-57,-1.5,17,1
Daniel Richardson,FAU,QB,42,-62,-1.5,39,0
JT Daniels,RICE,QB,25,-65,-2.6,16,1
Kyle McCord,OSU,QB,32,-65,-2.0,9,0
Graham Mertz,FLA,QB,62,-74,-1.2,12,4
Shedeur Sanders,COLO,QB,111,-77,-0.7,38,4
Deacon Hill,IOWA,QB,37,-78,-2.1,12,2
Dante Moore,UCLA,QB,45,-83,-1.8,16,0
Gunnar Watson,TROY,QB,44,-87,-2.0,16,1
Trexler Ivey,CLT,QB,33,-89,-2.7,12,3
Mikey Keene,FRES,QB,27,-145,-5.4,6,0
Jeff Undercuffler Jr.,AKR,QB,26,-201,-7.7,5,1
